topic,terms
topic_1,搭配 可頌 30 預約 松露 適合 主廚 鴨肝 豆腐 食材 風味 一道
topic_2,朋友 預約 鴨肝 創意 豆腐 一道 用心 體驗 適合 主廚 搭配 松露
topic_3,30 體驗 預約 適合 用心 主廚 搭配 鴨肝 松露 一道 可頌 食材
topic_4,用心 一道 預約 體驗 朋友 食材 自由 適合 主廚 搭配 鴨肝 松露
topic_5,風味 食材 自由 搭配 一道 適合 松露 預約 鴨肝 可頌 豆腐 體驗
topic_6,搭配 體驗 主廚 適合 創意 松露 風味 可頌 鴨肝 朋友 用心 食材
