term,score
建議,0.24806946917841693
口感,0.24806946917841693
甜點,0.24806946917841693
想要,0.12403473458920847
廚房,0.12403473458920847
就夠,0.12403473458920847
完全,0.12403473458920847
失望,0.12403473458920847
大部分,0.12403473458920847
吃過,0.12403473458920847
去訂,0.12403473458920847
協調,0.12403473458920847
半信半疑,0.12403473458920847
別家,0.12403473458920847
驚艷,0.12403473458920847
冰淇淋,0.12403473458920847
入口,0.12403473458920847
來點,0.12403473458920847
低消,0.12403473458920847
令人,0.12403473458920847
不開心,0.12403473458920847
不過,0.12403473458920847
不要,0.12403473458920847
不太曉得,0.12403473458920847
上邊,0.12403473458920847
上來,0.12403473458920847
一次,0.12403473458920847
分熟,0.12403473458920847
意義,0.12403473458920847
開心果,0.12403473458920847
