topic,terms
topic_1,豬排 一點 酥脆 不錯 整體 三明治 101 咖哩 不會 腰內 口感 選擇
topic_2,豬排 高麗菜 酥脆 飲料 一般 還不錯 一口 口感 小菜 不會 雞排 不錯
topic_3,豬排 套餐 整體 不錯 三明治 一份 酥脆 不會 腰內 口感 選擇 高麗菜
topic_4,豬排 一口 101 雞排 酥脆 腰內 三明治 套餐 不會 小菜 飲料 一份
topic_5,咖哩 101 整體 腰內 還不錯 不會 選擇 口感 豬排 酥脆 一點 套餐
topic_6,口感 選擇 高麗菜 套餐 一口 一份 酥脆 整體 不會 豬排 腰內 不錯
