topic,terms
topic_1,午餐 用餐 有些 入口 桌椅 時間 不同 附中 晚餐 bbq 甜點 店貓
topic_2,朋友 店貓 不會 大利 發現 不同 時間 份量 附中 不錯 一直 空間
topic_3,薯條 奶油 搭配 咖啡 辣椒 布丁 招待 店內 明太子 干貝 剝皮 店家
topic_4,桌椅 看到 朋友 裝飾 推薦 發現 有些 附中 時間 份量 美味 改造
topic_5,咖啡 調酒 一杯 午餐 份量 蔬菜 bbq 還有 信義路 沒有 店家 推薦
topic_6,只有 沒有 大利 咖啡 附中 干貝 薯條 店內 蔬菜 晚上 友善 寵物
