topic,terms
topic_1,牛肉 漢堡 整體 特利 還是 鮮蔬 起來 不錯 薯球 口感 炸雞 清爽
topic_2,不會 加上 另外 很多 薯球 試試 薯條 速食店 炸雞 牛肉 座位 新鮮
topic_3,漢堡 特利 不是 生菜 速食店 其他 套餐 炸雞 整體 薯球 好像 還是
topic_4,蝦堡 回憶 口感 炸雞 這次 裡面 第一次 薯塊 親切 玉米 通心粉 薯球
topic_5,特利 喜歡 速食店 還有 店員 不會 分店 看到 建議 速食 套餐 洋蔥圈
topic_6,漢堡 生菜 套餐 不會 薯條 速食店 搭配 沒有 通心粉 速食 加上 另外
