topic,terms
topic_1,適合 一下 口感 各式 喝茶 還有 茶香 喝杯 座位 特別 咖啡 紅茶
topic_2,不錯 司康 咖啡 茶葉 想要 雖然 還有 三明治 特別 裝潢 享受 喝茶
topic_3,舒服 三明治 適合 特別 享受 各式 司康 裝潢 茶香 咖啡 還有 喝茶
topic_4,司康 推薦 享受 特別 各式 起來 咖啡 喝杯 口感 喜歡 一下 大稻
topic_5,茶香 紅茶 座位 雖然 整體 只有 起來 還有 特別 司康 舒服 喝茶
topic_6,大稻 整體 喜歡 紅茶 三明治 不錯 裝潢 享受 只有 咖啡 一下 茶香
