term,score
選擇,0.346843987809648
咖啡,0.26013299085723596
不錯,0.26013299085723596
費用,0.26013299085723596
cp,0.173421993904824
考慮,0.173421993904824
失望,0.173421993904824
飲料,0.173421993904824
想要,0.173421993904824
只是,0.173421993904824
用餐,0.173421993904824
其他,0.173421993904824
坐坐,0.173421993904824
內容,0.173421993904824
優美,0.173421993904824
偏高,0.173421993904824
值不高,0.173421993904824
三明治,0.173421993904824
雖然,0.173421993904824
再點,0.086710996952412
享受,0.086710996952412
只有,0.086710996952412
吐司,0.086710996952412
一杯,0.086710996952412
品質,0.086710996952412
喝杯,0.086710996952412
一下,0.086710996952412
地方,0.086710996952412
驚喜,0.086710996952412
大家,0.086710996952412
