topic,terms
topic_1,朋友 韓式 喝酒 起司 餐酒館 shot 選擇 關東 喜好 氣氛 海鹽 三重奏
topic_2,起司 牛奶糖 台式 披薩 韓式 海鹽 創意 很棒 餐酒館 選擇 三重奏 經典
topic_3,調酒 好喝 活動 免費 推薦 關東 氣氛 喜歡 選擇 shot 喜好 韓式
topic_4,很棒 氛圍 餐酒館 shot 好喝 喜好 選擇 調酒 推薦 台式 披薩 韓式
topic_5,好喝 推薦 氛圍 喜歡 喝酒 shot 披薩 經典 很棒 朋友 餐酒館 喜好
topic_6,台式 喜好 氣氛 調酒 韓式 經典 三重奏 創意 牛奶糖 起司 很棒 朋友
