topic,terms
topic_1,中辣 還是 這次 酸辣粉 其他 需要 很多 土豆 份量 雖然 美味 小菜
topic_2,不錯 麻辣 重慶 小菜 整體 辣度 酸辣粉 豆腐 入味 口水 擁擠 喜歡
topic_3,用餐 需要 整體 推薦 湯頭 口水 一下 美味 入味 其他 起來 一點
topic_4,朋友 麻辣 一點 還是 整體 酸辣粉 不錯 第一次 湯頭 親切 美味 很多
topic_5,辣度 黑糖 酸辣粉 份量 土豆 小菜 中辣 第一次 口水 口感 湯頭 喜歡
topic_6,口感 酸辣粉 口水 入味 推薦 雖然 不是 一點 一下 很多 小菜 豆腐
