topic,terms
topic_1,下午茶 氣氛 朋友 空間 奶油 辛亥 蜂蜜 下午 醫院 鬆餅 咖啡 舒適
topic_2,鬆餅 舒服 冰淇淋 好喝 咖啡 150 乾淨 剛剛 200 店內 奶油 蜂蜜
topic_3,時間 店內 好喝 咖啡 下午 下次 170 地方 150 插座 乾淨 推薦
topic_4,咖啡 空間 醫院 時間 美味 推薦 位置 剛剛 辛亥 200 蜂蜜 下午
topic_5,咖啡 烘焙 一杯 香氣 巧克力 不會 插座 座位 限時 170 順口 地方
topic_6,好喝 咖啡 舒適 鬆餅 舒服 下次 甜點 插座 附近 氣氛 座位 一下
