topic,terms
topic_1,舒適 選擇 咖啡 超級 適合 蛋糕 焙茶 伯爵 水果 千層 這次 記得
topic_2,提拉 草莓 清爽 記得 那種 座位 特別 飲料 店內 蘇千層 奶油 口感
topic_3,千層 焦糖 水果 點了 巴斯克 甜點 260 飲料 朋友 120 戚風 喜歡
topic_4,千層 蛋糕 提拉 戚風 甜點 口感 喜歡 奶油 不會 整體 甜度 蘇千層
topic_5,千層 紅心 芭樂千層 之前 位置 飲料 水果 一杯 巴斯克 焙茶 伯爵 這次
topic_6,蛋糕 水果 千層 咖啡 奶油 伯爵 新鮮 好喝 舒適 甜點 清爽 濕潤
