term,score
泡菜,0.15578464006298448
食材,0.1442642573250093
完全,0.12989130663998671
白飯,0.10912510110503867
外帶,0.10912510110503867
只有,0.09903779087118791
台式,0.09903779087118791
無法,0.09903779087118791
不新鮮,0.08323176768204088
知道,0.08323176768204088
不是,0.08323176768204088
一點,0.08213470754474822
焦掉,0.08213470754474822
黏成,0.08213470754474822
一團,0.08213470754474822
根本,0.08213470754474822
料給,0.08213470754474822
已經,0.08213470754474822
韓國味,0.08213470754474822
豆腐,0.08213470754474822
不用,0.08213470754474822
鍋類,0.08213470754474822
鍋底,0.08213470754474822
豬肉鍋,0.08213470754474822
咬一口,0.06135168650942853
別家,0.06135168650942853
人別,0.06135168650942853
份量,0.06135168650942853
正常,0.06135168650942853
兩桌,0.06135168650942853
