topic,terms
topic_1,可麗餅 搭配 草莓 奶霜 下午茶 布丁 起司 香氣 水果 一點 外交官 解膩
topic_2,可麗餅 甜點 店家 法式 草莓 適合 預約制 布列塔尼 蕎麥 蛋糕 豐富 下午茶
topic_3,食材 這次 山三石 用心 層次 看到 飲品 喜歡 下午茶 口中 美好 品嚐
topic_4,可麗餅 口感 不錯 蛋糕 布列塔尼 香草 千層 蕎麥 甜點 芒果 酥脆 一點
topic_5,舒服 美味 令人 口感 食材 沒有 芒果 法式 體驗 搭配 店家 用心
topic_6,蛋糕 薄餅 套餐 用餐 空間 甜食 水果 預約 不錯 焦糖 舒適 法式
