topic,terms
topic_1,加分 仙草 新鮮 冰淇淋 甜點 還有 昆布 份量 湯頭 超級 推薦 建議
topic_2,還有 自助 飲料 白飯 甜點 冬粉 仙草 咖啡 起來 算是 昆布 滿足
topic_3,白醬 火鍋 裝潢 湯底 自助 新鮮 冰淇淋 建議 仙草 加分 飲料 很多
topic_4,白醬 選擇 朋友 湯底 自助 推薦 東區 火鍋 飲料 冰淇淋 很多 菜盤
topic_5,白醬 一樣 不錯 超級 火鍋 牛奶 鍋底 份量 還有 湯頭 新鮮 冰淇淋
topic_6,飲料 裝潢 自己 牛奶 甜點 仙草 建議 新鮮 其他 冰淇淋 不是 起來
