topic,terms
topic_1,甜不辣 魷魚 份量 方式 支付 霜降 雞排 很多 雖然 看到 可惜 外面
topic_2,霜降 外面 看到 魷魚 雞排 雖然 可惜 很多 份量 甜不辣 支付 方式
topic_3,可惜 霜降 雞排 很多 雖然 甜不辣 看到 份量 方式 支付 外面 魷魚
topic_4,雞排 雖然 可惜 外面 很多 看到 霜降 甜不辣 份量 方式 支付 魷魚
topic_5,霜降 雞排 很多 雖然 甜不辣 看到 份量 可惜 方式 支付 外面 魷魚
topic_6,支付 評論 很多 方式 甜不辣 雖然 看到 份量 霜降 雞排 可惜 外面
