topic,terms
topic_1,橄欖油 舒適 令人 選擇 體驗 主餐 上菜 大利 食材 適合 甜點 牛肉
topic_2,套餐 手工 口感 失望 台北 生日 油醋 喜歡 一下 慶生 一樣 滿意
topic_3,服務人員 一樣 披薩 蛋糕 橄欖油 生日 雖然 五道 搭配 一起 需要 問題
topic_4,大利 壽星 上菜 時間 整體 生日 第一次 桌邊 套餐 兩個 推薦 餐前
topic_5,服務人員 用餐 感謝 特別 推薦 體驗 裝潢 bencotto 看到 甜點 時間 這次
topic_6,生日 桌邊 套餐 第一次 大利 兩個 推薦 餐前 壽星 這次 招待 選擇
