topic,terms
topic_1,午餐 整體 大餐 豐盛 很棒 豐富 份量 不會 地瓜 種類 漢堡 義式
topic_2,沙拉 新鮮 訂位 完全 份量 選擇 一杯 尤其 多汁 水果 位子 鮑菇
topic_3,整體 水果 漢堡 午餐 豐富 份量 香料 適中 美式 沙拉 種類 無糖
topic_4,座位 漢堡 咖啡 新鮮 美味 鹿境 用餐 大餐 建議 份量 整體 沙拉
topic_5,用餐 沙拉 生菜沙拉 不會 美式 薯塊 分鐘 選擇 雜糧 美味 品項 適合
topic_6,法式 吐司 午餐 份量 飲料 鹿境 大餐 用餐 優格 地瓜 選擇 推薦
