topic,terms
topic_1,食材 服務人員 永續 特色 巧思 味覺 失望 海洋 令人 另外 選擇 小點
topic_2,甜點 主菜 法式 飲料 套餐 用餐 前菜 沙拉 食材 搭配 驚艷 舒適
topic_3,法式 食材 份量 蛋糕 可麗露 套餐 甜點 一下 另外 選擇 不會 一次
topic_4,主菜 搭配 沒有 法式 海鮮 口感 主廚 之一 濃郁 可麗露 實在 特別
topic_5,法式 海鮮 不錯 台灣 搭配 喜歡 口感 整體 主廚 島嶼 le 文山
topic_6,海鮮 法式 島嶼 感受 套餐 可麗露 蛋糕 牛排 主餐 黑豬 開胃 美味
