topic,terms
topic_1,海鮮 濃湯 餅皮 很棒 一片 起司 墨西哥 份量 口感 pizza 披薩 推薦
topic_2,披薩 濃湯 海鮮 炸物 推薦 內用 飲料 起司 適合 口感 位置 套餐
topic_3,很棒 餅皮 推薦 披薩 份量 起司 內用 墨西哥 一片 一起 海鮮 用餐
topic_4,披薩 空間 份量 用餐 店內 套餐 整體 飲料 炸物 洋蔥圈 適合 位置
topic_5,披薩 pizza 外帶 朋友 用餐 內用 一般 份量 一起 一片 整體 時間
topic_6,披薩 濃湯 海鮮 推薦 起司 用餐 炸物 一起 時間 墨西哥 整體 一片
