topic,terms
topic_1,30 沙拉 飲料 用心 搭配 食材 很棒 越光米 時間 份量 漢堡 午餐
topic_2,咖哩 shed 越光飯 搭配 肉排 咖啡 沙拉 美味 起司 份量 整體 店內
topic_3,蛋糕 咖啡 搭配 巷弄 30 午餐 用餐 半熟 飲品 訂位 甜點 科技
topic_4,美味 喜歡 空間 食材 店內 不大 聊天 介紹 日式 咖喱 飲料 用餐
topic_5,咖哩 蔬菜 香料 小店 朋友 搭配 推薦 用心 漢堡 日式 起司 甜點
topic_6,沙拉 很棒 空間 整體 不大 香料 燒肉 胡麻 氛圍 咖啡 用餐 推薦
