topic,terms
topic_1,傷心 懷舊 牛肉 雞湯 麻辣 經典 400 調酒 酒吧 水餃 整體 東區
topic_2,朋友 名字 選擇 心底 經典 想到 播放 好像 好喝 雞湯 麻辣 滷味
topic_3,水餃 配酒 名字 酒感 調酒 音樂 推薦 訂位 好像 氛圍 親切 好喝
topic_4,朋友 喜歡 氣氛 音樂 親切 金曲 水餃 不會 年代 配酒 酒感 名字
topic_5,水餃 推薦 整體 調酒 朋友 好喝 蝦仁 親切 點了 小酌 雞湯 音樂
topic_6,調酒 朋友 喜歡 酒感 訂位 酒吧 適合 時候 店內 意外 裝潢 水餃
