term,score
點餐,0.22086305214969307
客人,0.22086305214969307
內用,0.22086305214969307
出餐,0.22086305214969307
不好意思,0.22086305214969307
08,0.22086305214969307
發生,0.1656472891122698
已經,0.1656472891122698
等到,0.1656472891122698
拿到,0.1656472891122698
外帶,0.1656472891122698
理解,0.11043152607484653
店家,0.11043152607484653
現場,0.11043152607484653
今天,0.11043152607484653
早餐,0.11043152607484653
不論,0.11043152607484653
蚊子,0.11043152607484653
不要,0.11043152607484653
品項,0.11043152607484653
分鐘,0.11043152607484653
哪個,0.11043152607484653
灣人,0.11043152607484653
這種,0.11043152607484653
速度,0.11043152607484653
三份,0.11043152607484653
20,0.11043152607484653
還有,0.11043152607484653
怎樣,0.11043152607484653
別桌,0.05521576303742327
