place_name,rows,avg_rating,sentiment_distribution
海底撈火鍋 慶城店,20,4.7,"{'positive': 18, 'negative': 2}"
海王居酒屋,20,4.45,"{'positive': 18, 'negative': 2}"
涓豆腐 微風北車店,20,4.1,"{'positive': 17, 'negative': 3}"
涓豆腐 微風南山店,20,3.7,"{'positive': 12, 'negative': 8}"
涓豆腐 松山店,20,3.9,"{'positive': 16, 'negative': 4}"
涮乃葉 忠孝明曜店,20,3.8,"{'positive': 14, 'negative': 6}"
深紅汕頭鍋物(台北民權店),20,4.65,"{'positive': 19, 'negative': 1}"
淳馨號手工水餃專賣店,13,4.538461538461538,"{'positive': 11, 'negative': 2}"
淺草日式飯糰,20,4.05,"{'positive': 15, 'negative': 5}"
清奈媽媽印度廚房,20,4.1,"{'positive': 15, 'negative': 5}"
清真中國牛肉麵食館 (大安),20,4.1,"{'positive': 14, 'negative': 6}"
清華軒,40,4.1,"{'positive': 30, 'negative': 10}"
清邁城,20,4.5,"{'positive': 19, 'negative': 1}"
渣男 Taiwan Bistro 敦北三渣,20,3.8,"{'positive': 11, 'negative': 9}"
渣男TaiwanBistro 木柵二渣,20,4.25,"{'positive': 16, 'negative': 4}"
港式萬隆燒臘,20,3.55,"{'positive': 13, 'negative': 7}"
港鑫-港式茶餐廳,20,3.45,"{'negative': 11, 'positive': 9}"
湄賽雲泰料理,20,4.65,"{'positive': 19, 'negative': 1}"
湯芝家養生藥膳,20,4.3,"{'positive': 17, 'negative': 3}"
滇味小廚,20,3.55,"{'positive': 12, 'negative': 8}"
滇味廚房,20,3.35,"{'positive': 11, 'negative': 9}"
滝禾製麵所 大安瑞安店(拉麵專賣),20,4.2,"{'positive': 17, 'negative': 3}"
滿塘台南虱目魚-興隆店 開單高風險,20,4.05,"{'positive': 14, 'negative': 6}"
滿豐牛肉麵,20,4.65,{'positive': 20}
漁厝台菜海鮮餐廳,20,3.95,"{'positive': 15, 'negative': 5}"
漁樂無菜單料理（預約制）,20,4.75,"{'positive': 19, 'negative': 1}"
漢堡王 微風北車店,20,2.9,"{'negative': 12, 'positive': 8}"
潮飯,20,3.4,"{'positive': 11, 'negative': 9}"
濟南牛肉麵,20,4.25,"{'positive': 17, 'negative': 3}"
瀧厚炙燒熟成牛排 臺北.大安店,20,4.3,"{'positive': 17, 'negative': 3}"
炎弟炒飯鐵板燒 - 公館店,40,4.075,"{'positive': 30, 'negative': 10}"
炭波波·喫茶（每週一公休）,40,4.45,"{'positive': 35, 'negative': 5}"
烤食煮盒便當屋 (民生店)、 會議健康餐盒專賣,20,4.35,"{'positive': 16, 'negative': 4}"
無名好吃排骨飯,3,4.666666666666667,{'positive': 3}
無名鹹水雞,20,4.6,"{'positive': 18, 'negative': 2}"
無鍋不樂,40,3.2,"{'positive': 22, 'negative': 18}"
無雙號麻辣火鍋,20,4.5,"{'positive': 19, 'negative': 1}"
煎台兄弟,20,4.6,"{'positive': 19, 'negative': 1}"
熊甘丼,20,4.35,"{'positive': 17, 'negative': 3}"
熱翻天生猛海鮮,20,3.5,"{'positive': 13, 'negative': 7}"
燈燈庵 Tou Tou An,20,3.95,"{'positive': 15, 'negative': 5}"
燒肉中山｜台北信義,20,4.45,"{'positive': 18, 'negative': 2}"
燕樓小館,20,4.1,"{'positive': 15, 'negative': 5}"
營養師的光合廚房,20,4.55,"{'positive': 18, 'negative': 2}"
爐子煮賣所 Forno & Stufa,20,4.75,{'positive': 20}
爭鮮 gogo -景美愛買店,20,3.55,"{'positive': 13, 'negative': 7}"
爭鮮迴轉壽司 科技店,20,3.0,"{'negative': 12, 'positive': 8}"
爭鮮迴轉壽司-大安店,20,3.3,"{'positive': 12, 'negative': 8}"
父母 FUMU CAFE & BAR,20,4.4,"{'positive': 18, 'negative': 2}"
牛大哥,19,4.157894736842105,"{'positive': 14, 'negative': 5}"
牛家村｜台北美食50年老店本土牛肉料理專營｜,20,3.8,"{'positive': 15, 'negative': 5}"
牛寓,20,4.9,{'positive': 20}
牡丹．極上 天ぷら．本店,20,4.85,"{'positive': 19, 'negative': 1}"
牧瀨植物系甜點 vegan gluten free,2,5.0,{'positive': 2}
狂魔炒飯x餓鬼糧倉-文山店,20,3.15,"{'negative': 11, 'positive': 9}"
狗一下居酒食堂-公館店,40,3.45,"{'positive': 22, 'negative': 18}"
玉山員工餐廳,3,2.3333333333333335,"{'negative': 2, 'positive': 1}"
玉欣珍美食坊｜台北大安區台灣小吃｜30年老店｜大安區媒體報導｜大安區推薦必吃｜24小時營業｜台灣古早味,20,3.95,"{'positive': 14, 'negative': 6}"
王品牛排 台北南京東店,20,4.25,"{'positive': 17, 'negative': 3}"
王朝餐廳 - 凱撒大飯店,20,4.45,"{'positive': 18, 'negative': 2}"
玖五牛肉麵,20,3.25,"{'positive': 10, 'negative': 10}"
玖遛-早午餐專売店 早/午餐、蛋捲餅、吐司、義式咖啡、茶飲,20,4.45,"{'positive': 16, 'negative': 4}"
珍品小館,20,4.3,"{'positive': 18, 'negative': 2}"
珍好吃旗魚米粉湯,20,3.85,"{'positive': 14, 'negative': 6}"
班杰諾義大利餐廳,20,4.7,"{'positive': 19, 'negative': 1}"
理想。時光,20,4.3,"{'positive': 16, 'negative': 4}"
瑞安自助餐,20,2.7,"{'negative': 13, 'positive': 7}"
瑞安豆漿大王,20,4.15,"{'positive': 17, 'negative': 3}"
瑞記雞飯 101店,20,4.45,"{'positive': 17, 'negative': 3}"
璇璣養生飲品茶坊,20,4.85,{'positive': 20}
瓦城泰國料理 - 台北微風南山店,20,3.65,"{'positive': 13, 'negative': 7}"
甘霖涼麵舖 安和店,20,4.45,"{'positive': 16, 'negative': 4}"
生活在他方-城南店 (無接受訂位),20,4.85,{'positive': 20}
甩三小羊肉專賣店-敦北店,20,4.25,"{'positive': 18, 'negative': 2}"
發現義大利麵,20,4.3,"{'positive': 19, 'negative': 1}"
白暮蛋餅先生-敦北總店,20,3.7,"{'positive': 11, 'negative': 9}"
百家班活蝦 (基隆路店),20,3.4,"{'positive': 13, 'negative': 7}"
皇品餐廳,20,4.85,{'positive': 20}
益生寵愛寵物餐廳,20,5.0,{'positive': 20}
真好味烤鴨莊,20,3.35,"{'positive': 12, 'negative': 8}"
真芳現烤吐司 大安和平店 台北早餐三明治,20,4.5,"{'positive': 19, 'negative': 1}"
真芳碳烤吐司-民生敦北店 台北早餐三明治,20,4.45,"{'positive': 17, 'negative': 3}"
眷村味,20,3.0,"{'negative': 12, 'positive': 8}"
石二鍋 台北信義店,20,3.8,"{'positive': 15, 'negative': 5}"
石本石本女臣 新世代中式料理,20,4.3,"{'positive': 14, 'negative': 6}"
石石鍋創,20,4.4,"{'positive': 16, 'negative': 4}"
石研室 爆炒石頭火鍋 - 微風南山店,20,4.6,"{'positive': 19, 'negative': 1}"
碧海廚房-瑞安店,20,4.05,"{'positive': 16, 'negative': 4}"
確食824,20,4.7,"{'positive': 19, 'negative': 1}"
磐石坊,20,4.7,{'positive': 20}
祝您行運,40,3.3,"{'negative': 21, 'positive': 19}"
神來一鍋-精緻鴛鴦火鍋 建國店-中山必吃鴛鴦鍋|麻辣火鍋|特色火鍋|人氣鍋物|海鮮火鍋|平價鍋物|熱門鍋物,20,4.85,{'positive': 20}
神樂屋 酒•和食,20,4.45,"{'positive': 17, 'negative': 3}"
神燈搓一下,40,4.4,"{'positive': 37, 'negative': 3}"
神秘便當-松山特色便當|會議餐盒|外送餐盒|客製餐盒|精緻餐盒|商務便當|外帶餐盒|高級會議餐盒,20,4.95,{'positive': 20}
祥和蔬食料理（慶城店）,20,4.55,{'positive': 20}
祥和蔬食料理（鎮江店）,20,4.85,{'positive': 20}
祥福餐廳,20,4.4,"{'positive': 17, 'negative': 3}"
福二漢堡製造所,40,4.175,"{'positive': 31, 'negative': 9}"
福利餐廳,20,4.35,"{'positive': 18, 'negative': 2}"
福勝亭 科技大樓店,20,3.8,"{'positive': 14, 'negative': 6}"
福美阿姨的店 Auntie Fumei's,20,3.95,"{'positive': 14, 'negative': 6}"
福鼎湯包店,20,3.7,"{'positive': 14, 'negative': 6}"
禾園527美食店,20,4.45,"{'positive': 17, 'negative': 3}"
禾欣養生膳坊,20,4.6,"{'positive': 18, 'negative': 2}"
禾牧 Home - 麵食料理/景美店,20,4.65,"{'positive': 19, 'negative': 1}"
禾豐日式涮涮鍋,20,4.6,"{'positive': 18, 'negative': 2}"
秋風軒鍋物 松山店,20,4.25,"{'positive': 18, 'negative': 2}"
秘徑小食光,40,4.025,"{'positive': 30, 'negative': 10}"
種福園斤餅牛肉店 懷寧本店,20,3.7,"{'positive': 14, 'negative': 6}"
稻咖哩,40,4.5,"{'positive': 36, 'negative': 4}"
稻舍食館 迪化店,20,4.7,{'positive': 20}
稻香食堂,20,4.2,"{'positive': 17, 'negative': 3}"
空盤 komboi,20,4.85,"{'positive': 19, 'negative': 1}"
窩窩咖啡廳 wooo cafe,20,4.35,"{'positive': 17, 'negative': 3}"
立法院國會康園餐廳,20,4.65,{'positive': 20}
立秋 Li Chiu,20,4.4,"{'positive': 16, 'negative': 4}"
站食可以,40,4.375,"{'positive': 35, 'negative': 5}"
竹里館 | 台北茶藝館,20,4.4,"{'positive': 18, 'negative': 2}"
築本屋公館店,40,4.225,"{'positive': 34, 'negative': 6}"
築鮮火鍋-肉品海鮮專賣店,20,3.9,"{'positive': 14, 'negative': 6}"
米澤製麵YoUdon(台北公館店)-讚岐烏龍麵專門店,40,4.025,"{'positive': 30, 'negative': 10}"
米米村 韓式拌飯專門店 外送便當 豆腐煲 公館美食,40,3.825,"{'positive': 26, 'negative': 14}"
米食 미식,20,3.75,"{'positive': 11, 'negative': 9}"
粗堡漢堡排,20,4.5,"{'positive': 17, 'negative': 3}"
粥天下（粥天福）,20,4.05,"{'positive': 16, 'negative': 4}"
紅九九個人麻辣鴛鴦鍋,20,4.45,"{'positive': 19, 'negative': 1}"
紅木屋-文山熱炒推薦|合菜菜廳|家族聚餐推薦|在地推薦|貓空特色餐廳|熱門餐廳|景觀餐廳|人氣餐廳,20,4.7,"{'positive': 18, 'negative': 2}"
紅橘子精緻早午餐 松山敦北店,20,3.95,"{'positive': 14, 'negative': 6}"
紅牛屋,20,4.8,"{'positive': 19, 'negative': 1}"
紅舍私房菜(星期日固定店休)/restaurants/台北美食/台北推薦餐廳/台北家庭聚餐/台北合菜/台北松山區美食,20,4.7,"{'positive': 19, 'negative': 1}"
紅豆食府[創始店]-遠企店,20,3.8,"{'positive': 13, 'negative': 7}"
純淨食代Pure Era健康餐盒,20,3.7,"{'positive': 12, 'negative': 8}"
素匯雅集,20,4.7,"{'positive': 19, 'negative': 1}"
紫艷中餐廳,20,4.4,"{'positive': 16, 'negative': 4}"
維傑 印度餐廳,20,4.85,"{'positive': 19, 'negative': 1}"
羅素義式簡餐,40,4.525,"{'positive': 35, 'negative': 5}"
美味早午餐,20,4.7,"{'positive': 19, 'negative': 1}"
美珍豆漿早餐店,20,4.7,"{'positive': 19, 'negative': 1}"
美福心牛肉麵,20,4.45,"{'positive': 19, 'negative': 1}"
義樂麵屋,40,3.9,"{'positive': 28, 'negative': 12}"
義饗屋 di CaSa 台北信義遠百店,20,3.7,"{'positive': 11, 'negative': 9}"
翠薪越南餐廳 MadameJill's Vietnamese Cuisine,40,3.75,"{'positive': 24, 'negative': 16}"
翡冷翠義式餐廳,20,4.6,"{'positive': 17, 'negative': 3}"
老先覺功夫窯燒鍋台北公館店,40,3.15,"{'positive': 21, 'negative': 19}"
老味道鍋物,20,4.5,"{'positive': 18, 'negative': 2}"
老哥雞肉飯乾拌麵,20,4.25,"{'positive': 17, 'negative': 3}"
老葉牛肉麵創始店,20,3.8,"{'positive': 13, 'negative': 7}"
老虎炸豬排,20,4.2,"{'positive': 15, 'negative': 5}"
老街台灣小吃,13,1.9230769230769231,"{'negative': 11, 'positive': 2}"
老鄒刀切麵 大安,20,3.95,"{'positive': 13, 'negative': 7}"
老骨闆-藥燉專門店,20,4.35,"{'positive': 16, 'negative': 4}"
聚園餐廳,20,4.3,"{'positive': 16, 'negative': 4}"
肉多多火鍋-台北景美店,20,4.0,"{'positive': 15, 'negative': 5}"
肉老大頂級肉品涮涮鍋 台北大安火鍋店| 敦南,20,4.9,"{'positive': 19, 'negative': 1}"
肥豚屋豬排食堂,20,4.5,"{'positive': 19, 'negative': 1}"
肯德基- 台北復興南餐廳,20,2.2,"{'negative': 14, 'positive': 6}"
胖夫妻日式料理,20,4.05,"{'positive': 14, 'negative': 6}"
胖肚肚燒肉 大安店,20,3.8,"{'positive': 14, 'negative': 6}"
能量小姐 台北襄陽 直營門市 低卡餐盒|低脂便當|健身餐盒|健康餐盒|商務便當|必吃便當|減脂餐|低卡美食,20,3.35,"{'positive': 10, 'negative': 10}"
自然風精品料理 Shabu Shabu,20,4.7,"{'positive': 19, 'negative': 1}"
自由酒食 真実 by AKT,20,4.4,"{'positive': 17, 'negative': 3}"
臺一牛奶大王,40,3.825,"{'positive': 26, 'negative': 14}"
臺北市公館觀光夜市,40,4.425,"{'positive': 37, 'negative': 3}"
臺虎 啜飲室大安,20,4.55,"{'positive': 19, 'negative': 1}"
興葉蚵仔煎101店,20,2.45,"{'negative': 16, 'positive': 4}"
舒曼六號餐館 動物園政大店,20,4.05,"{'positive': 15, 'negative': 5}"
舒適圈．Comfortzone,20,4.5,"{'positive': 17, 'negative': 3}"
良記十三香,20,4.55,"{'positive': 18, 'negative': 2}"
艾里翁廚房私房料理、水產、活體（無內用）,20,4.5,"{'positive': 18, 'negative': 2}"
芝加哥比薩,20,4.35,"{'positive': 19, 'negative': 1}"
芝生食堂 民生社區店(僅接受電話訂位),20,4.4,"{'positive': 18, 'negative': 2}"
花娘小館（創始店）,20,4.6,"{'positive': 19, 'negative': 1}"
花漾薇漫餐廳,40,4.15,"{'positive': 33, 'negative': 7}"
花蓮扁食李王麻辣湯品,20,3.95,"{'positive': 15, 'negative': 5}"
花香廳(鐵板燒)-兄弟大飯店,20,4.3,"{'positive': 17, 'negative': 3}"
英倫產後護理之家 大安館,20,5.0,{'positive': 20}
茂園餐廳,20,4.45,"{'positive': 18, 'negative': 2}"
茹絲葵美式牛排（台北民生店）,20,4.75,"{'positive': 19, 'negative': 1}"
草根早午餐 TOUCH WOOD,40,4.275,"{'positive': 30, 'negative': 10}"
草菩提素食拉麵,20,4.25,"{'positive': 16, 'negative': 4}"
莊家班麻油雞-公館店,40,4.15,"{'positive': 33, 'negative': 7}"
莫夏印度餐廳大安店 MOKSHAA indian restaurant-daan branch Taipei,20,4.55,"{'positive': 19, 'negative': 1}"
莫爾頓牛排館,20,3.9,"{'positive': 14, 'negative': 6}"
菊乃屋KIKUNOYA（大安店）,20,4.0,"{'positive': 15, 'negative': 5}"
萌太利印尼料理,18,3.888888888888889,"{'positive': 12, 'negative': 6}"
葉公館滬菜,20,4.25,"{'positive': 17, 'negative': 3}"
蔬菓in,20,4.5,"{'positive': 19, 'negative': 1}"
薛智偉猶太社區中心,20,4.85,{'positive': 20}
藍家割包,60,3.8333333333333335,"{'positive': 44, 'negative': 16}"
藝奇,20,4.0,"{'positive': 14, 'negative': 6}"
蘇杭餐廳 濟南店,20,4.45,"{'positive': 18, 'negative': 2}"
蘇草salvia,20,4.6,"{'positive': 18, 'negative': 2}"
蘭亭燒肉 和牛極緻料理 |寵物友善| 專人無油煙燒烤,20,4.5,"{'positive': 17, 'negative': 3}"
蛋蛋早餐店,20,3.2,"{'positive': 11, 'negative': 9}"
蜀渝牛肉麵,20,4.65,"{'positive': 19, 'negative': 1}"
蠶居生活美食,40,4.525,"{'positive': 35, 'negative': 5}"
裸湯拉麵·雞白湯(和平店),20,4.35,"{'positive': 18, 'negative': 2}"
西堤牛排 台北重慶南店,20,4.25,"{'positive': 16, 'negative': 4}"
西藏廚房,20,4.4,"{'positive': 19, 'negative': 1}"
覓糖 Mi Tang 文山政大店 ( 冰 | 茶 | 海鹽芝士 | 雪花冰 | 仙草凍 |美食 | 下午茶 | 點心 | 飲料 | 甜點 | 推薦 | 人氣 | 貓空 | 動物園),20,4.0,"{'positive': 15, 'negative': 5}"
親來食堂,20,4.15,"{'positive': 15, 'negative': 5}"
角屋關東煮,20,4.45,"{'positive': 17, 'negative': 3}"
記得我．café,20,4.95,{'positive': 20}
說故事黃金雞湯鍋（台北大安區必吃火鍋推薦／台北東區忠孝東路聚餐餐廳／半夜好吃凌晨宵夜美食）,20,4.15,"{'positive': 15, 'negative': 5}"
謙安和 Ken Anho,20,4.1,"{'positive': 15, 'negative': 5}"
謝記珍寶食品莊,20,4.6,{'positive': 20}
識食餐室 ZEST DINER,20,4.25,"{'positive': 15, 'negative': 5}"
豐盛食堂,20,4.6,"{'positive': 18, 'negative': 2}"
豔陽下義大利餐廳 -台北義大利餐廳 台北義式餐酒館 台北義式pizza 中山區美食 中山區義式餐廳 大直餐廳 大直美食 大直義大利餐廳 大直餐酒館 大直pizza,20,4.7,"{'positive': 19, 'negative': 1}"
豪香熱炒,20,3.75,"{'positive': 15, 'negative': 5}"
豬快逃,20,4.6,"{'positive': 18, 'negative': 2}"
貓下去敦北俱樂部,20,4.2,"{'positive': 14, 'negative': 6}"
貓空小木屋,20,4.65,"{'positive': 18, 'negative': 2}"
貓空山水客景觀茶館,20,4.9,{'positive': 20}
貓空茶屋,20,4.55,{'positive': 20}
貓空雙橡園茶坊,20,4.1,"{'positive': 15, 'negative': 5}"
貓空龍門客棧,20,4.3,"{'positive': 16, 'negative': 4}"
貓纜景觀餐廳,20,4.2,"{'positive': 18, 'negative': 2}"
貓蕊－貓咪餐廳,20,4.8,{'positive': 20}
賈福廚房 JFULL,20,4.8,"{'positive': 19, 'negative': 1}"
赤神日式豬排公館店,40,4.275,"{'positive': 32, 'negative': 8}"
赤豐 蔬坊,20,4.55,"{'positive': 18, 'negative': 2}"
越南大食館,20,3.35,"{'positive': 11, 'negative': 9}"
越南河粉,20,4.05,"{'positive': 17, 'negative': 3}"
越南河粉 - 南哥越南河粉,20,4.45,"{'positive': 19, 'negative': 1}"
越鮮越南美食館,20,4.4,"{'positive': 19, 'negative': 1}"
路易莎 大安門市,20,2.3,"{'negative': 14, 'positive': 6}"
躼腳日式料理,20,3.85,"{'positive': 14, 'negative': 6}"
輔仁大學心園餐廳,19,4.894736842105263,"{'positive': 18, 'negative': 1}"
輔大捷運2號出口-士林水煎包,20,4.8,{'positive': 20}
輔大興德屏東夜市豆花,20,4.45,"{'positive': 18, 'negative': 2}"
輕燒臘,20,3.4,"{'positive': 10, 'negative': 10}"
辛殿麻辣鍋｜公館店,40,3.85,"{'positive': 29, 'negative': 11}"
辣吉點正宗成都串串香,20,4.55,"{'positive': 18, 'negative': 2}"
辣椒多一點麻辣鍋物養生鍋,20,4.5,"{'positive': 17, 'negative': 3}"
辣驕先生-川味麻辣燙,20,4.05,"{'positive': 15, 'negative': 5}"
農粹日式咖哩 / 漫拾泡芙,20,4.35,"{'positive': 17, 'negative': 3}"
近藤日式飯糰（大同店）,20,4.85,{'positive': 20}
這一鍋 台北信義殿,20,4.45,"{'positive': 17, 'negative': 3}"
這味泰泰 Mrs. Thai Thai- 復南門市,20,4.0,"{'positive': 16, 'negative': 4}"
運鈍根湯 信義店,20,4.05,"{'positive': 15, 'negative': 5}"
遠企購物中心,20,4.0,"{'positive': 15, 'negative': 5}"
遠東CAFÉ,20,3.5,"{'positive': 11, 'negative': 9}"
遠東健身俱樂部 （The Health Club）,11,4.454545454545454,"{'positive': 10, 'negative': 1}"
那比餐坊,20,4.65,"{'positive': 18, 'negative': 2}"
邦食堂,20,4.2,"{'positive': 15, 'negative': 5}"
鄒記食舖,20,4.7,"{'positive': 19, 'negative': 1}"
酣然,20,4.55,"{'positive': 17, 'negative': 3}"
醐同燒肉夜食-胡同燒肉5號店,20,3.75,"{'positive': 12, 'negative': 8}"
采岳軒重慶抄手麵食,20,3.95,"{'positive': 14, 'negative': 6}"
里克德義廚房,20,4.8,{'positive': 20}
重順川菜餐廳,40,4.075,"{'positive': 32, 'negative': 8}"
野餐廚房 PIQUE NIQUE｜台北義大利麵・燉飯・咖啡,20,4.7,{'positive': 20}
金Q飯糰《脆皮蛋餅｜炒泡麵｜外送服務》公休12/14,20,4.25,"{'positive': 15, 'negative': 5}"
金子半之助 微風北車店,20,3.85,"{'positive': 13, 'negative': 7}"
金必多早餐店,20,4.25,"{'positive': 16, 'negative': 4}"
金湘台灣小吃,20,3.85,"{'positive': 12, 'negative': 8}"
金色三麥 臺北京站店,20,4.0,"{'positive': 16, 'negative': 4}"
金賞軒 精緻海鮮台菜 （Taiwanese Cuisine),20,4.75,{'positive': 20}
金魚日本料理,20,4.1,"{'positive': 17, 'negative': 3}"
釜山順豆腐(微風南山店),20,3.65,"{'positive': 11, 'negative': 9}"
鈺善閣 ‧ 素 ‧ 養生懷石(台北店),20,4.5,"{'positive': 18, 'negative': 2}"
銀座杏子日式豬排 - 台北101店,20,2.7,"{'negative': 12, 'positive': 8}"
開飯川食堂 微風南山店,20,4.25,"{'positive': 16, 'negative': 4}"
阜杭豆漿,20,3.95,"{'positive': 16, 'negative': 4}"
阮家厨坊(敦北總店),20,3.8,"{'positive': 14, 'negative': 6}"
阿姐ㄟ店 碳烤三明治 信義店,20,3.15,"{'negative': 11, 'positive': 9}"
阿嬌海鮮料理,20,3.75,"{'positive': 16, 'negative': 4}"
阿官火鍋專家-台北101旗艦店,20,3.45,"{'positive': 10, 'negative': 10}"
阿山哥麵飯,20,4.15,"{'positive': 17, 'negative': 3}"
阿川蚵仔麵線,20,4.0,"{'positive': 15, 'negative': 5}"
阿德叔叔 Uncle DASH (大安店),20,3.8,"{'positive': 12, 'negative': 8}"
阿志飯團,11,4.545454545454546,"{'positive': 10, 'negative': 1}"
阿杜廚房,20,3.7,"{'positive': 11, 'negative': 9}"
阿泉麵線 臭豆腐,20,3.55,"{'positive': 11, 'negative': 9}"
阿玉水餃 (生水餃專賣店),20,3.9,"{'positive': 14, 'negative': 6}"
阿田麵,20,4.35,"{'positive': 18, 'negative': 2}"
阿義師的大茶壺茶餐廳＜1樓＞公休日以FB公布為主。台北景觀餐廳 台北景點 貓空美食 貓空美食推薦 貓空餐廳 貓空必吃,20,4.3,"{'positive': 17, 'negative': 3}"
阿英海產粥,20,4.8,{'positive': 20}
阿薄郎台式小酒館－公館店,40,3.975,"{'positive': 29, 'negative': 11}"
阿達師五星麵舖,9,4.666666666666667,{'positive': 9}
阿達師五星麵舖 台北101店,20,3.65,"{'positive': 11, 'negative': 9}"
阿里媽媽南洋料理,40,4.55,{'positive': 40}
阿錦高麗菜飯，原味排骨湯,20,4.15,"{'positive': 17, 'negative': 3}"
阿鑫小料理,20,3.95,"{'positive': 14, 'negative': 6}"
阿鴻豆花-錦州店,20,4.4,"{'positive': 16, 'negative': 4}"
陳記越南牛肉河粉📢（12/19-12/24 店休6天老闆回越南）📢,20,4.85,"{'positive': 19, 'negative': 1}"
陶板屋 台北重慶南店,20,4.3,"{'positive': 18, 'negative': 2}"
陶然亭餐廳,20,4.05,"{'positive': 15, 'negative': 5}"
陶花園輔大豬排（輔大店）,20,3.85,"{'positive': 15, 'negative': 5}"
陸光大姐,20,4.4,"{'positive': 17, 'negative': 3}"
陸光小吃館,20,4.2,"{'positive': 18, 'negative': 2}"
陽明春天・讀蔬會,20,4.4,"{'positive': 17, 'negative': 3}"
隨意小吃,3,3.6666666666666665,"{'positive': 2, 'negative': 1}"
隨意鳥地方101景觀餐廳,20,4.25,"{'positive': 16, 'negative': 4}"
隱家拉麵 公館店,40,4.575,"{'positive': 37, 'negative': 3}"
隱家拉麵 赤峰店,20,4.35,"{'positive': 19, 'negative': 1}"
隼鮨 旬料理,20,4.65,"{'positive': 18, 'negative': 2}"
雅室牛排 仁愛圓環店,20,4.25,"{'positive': 16, 'negative': 4}"
雅閣,20,4.3,"{'positive': 16, 'negative': 4}"
雙月食品社 森林公園店,20,4.7,"{'positive': 19, 'negative': 1}"
雙月食品社 濟南店,20,4.3,"{'positive': 17, 'negative': 3}"
雙月食品社 青島店,20,4.45,"{'positive': 16, 'negative': 4}"
雙醬咖哩 台北小巨蛋店,20,4.55,"{'positive': 18, 'negative': 2}"
雞加酒 輔大店,20,3.5,"{'positive': 13, 'negative': 7}"
雞老闆 桶仔雞 萬隆店,20,4.1,"{'positive': 16, 'negative': 4}"
雪城麻辣燙 (輔大店),20,2.9,"{'negative': 12, 'positive': 8}"
雪嶽山韓式料理,20,3.4,"{'positive': 10, 'negative': 10}"
雪球咖啡 民生店,20,4.55,"{'positive': 18, 'negative': 2}"
雲香亭,60,4.4,"{'positive': 52, 'negative': 8}"
霜 越南河粉信義店,20,3.65,"{'positive': 12, 'negative': 8}"
青山素食館,20,4.85,{'positive': 20}
青花驕麻辣鍋 台北光復南店,20,4.8,"{'positive': 19, 'negative': 1}"
青隅,20,4.7,"{'positive': 18, 'negative': 2}"
靜壽司,40,4.35,"{'positive': 34, 'negative': 6}"
靴子義大利餐館 輔大店,20,3.25,"{'negative': 11, 'positive': 9}"
韓國首爾小吃,20,4.55,"{'positive': 19, 'negative': 1}"
韓大佬,20,4.1,"{'positive': 16, 'negative': 4}"
韓天閣,40,3.825,"{'positive': 29, 'negative': 11}"
韓庭州韓國料理,40,3.95,"{'positive': 27, 'negative': 13}"
韓石鍋,20,3.65,"{'positive': 15, 'negative': 5}"
韓聚食,20,4.05,"{'positive': 16, 'negative': 4}"
韓華園 韓式中華料理—民權店,20,4.3,"{'positive': 18, 'negative': 2}"
韓蒔HAN SHIH,20,3.4,"{'positive': 13, 'negative': 7}"
韓食之家,20,3.95,"{'positive': 14, 'negative': 6}"
頁小館,20,4.75,"{'positive': 18, 'negative': 2}"
順億鮪魚專賣店-長安店,20,3.75,"{'positive': 14, 'negative': 6}"
順口牛肉麵,20,3.1,"{'negative': 11, 'positive': 9}"
順園小館,40,4.0,"{'positive': 31, 'negative': 9}"
順義鵝肉 民權店,20,3.95,"{'positive': 15, 'negative': 5}"
頌丹樂 泰式伊善料理,20,3.75,"{'positive': 15, 'negative': 5}"
願有記台大店,20,4.45,"{'positive': 18, 'negative': 2}"
飛驒涮涮鍋,20,4.9,"{'positive': 19, 'negative': 1}"
食令shabu,20,4.25,"{'positive': 16, 'negative': 4}"
食勾伊の弁当,20,4.95,{'positive': 20}
食采集思(民生店),20,4.7,"{'positive': 19, 'negative': 1}"
食鼎鵝肉,20,3.95,"{'positive': 16, 'negative': 4}"
飯糰霸,20,4.4,"{'positive': 18, 'negative': 2}"
飽味亭腿庫飯&熱炒便當,20,3.9,"{'positive': 13, 'negative': 7}"
餘味（yum）餐飲,20,3.8,"{'positive': 15, 'negative': 5}"
餵我早餐 The Whale 公園店,20,4.4,"{'positive': 17, 'negative': 3}"
餵我早餐 The Whale 大安店 (不接受訂位),20,4.2,"{'positive': 17, 'negative': 3}"
饃饃噠心動肉夾饃（大安信義店）,20,3.9,"{'positive': 13, 'negative': 7}"
饗旅 Miss You Brunch & Cafe' | 假日皆現場候位 / 最後點餐時間為營業時間最後一小時,20,3.85,"{'positive': 13, 'negative': 7}"
饗泰多泰式風格餐廳 微風松高店,20,3.85,"{'positive': 15, 'negative': 5}"
饗瘦鐵板燒,20,4.45,"{'positive': 16, 'negative': 4}"
饞食坊,20,4.35,"{'positive': 18, 'negative': 2}"
首思義義式餐坊（暑假營業時間請見FB）,20,4.45,"{'positive': 18, 'negative': 2}"
首爾之家,40,4.075,"{'positive': 29, 'negative': 11}"
香宮 Shang Palace - 台北遠東香格里拉,20,4.45,"{'positive': 17, 'negative': 3}"
香料廚房,20,4.3,"{'positive': 19, 'negative': 1}"
香滿園,20,4.45,"{'positive': 17, 'negative': 3}"
香米泰國料理 {信義遠百A13店},20,4.35,"{'positive': 17, 'negative': 3}"
