place_name,rows,avg_rating,sentiment_distribution
北平同慶樓,20,4.3,"{'positive': 17, 'negative': 3}"
北平稻香村主廚料理/Jason廚房,20,4.0,"{'positive': 15, 'negative': 5}"
北棲 邸家 North House - |華山必吃美食|忠孝新生必吃美食|台式定食|台灣必吃美食|華山餐酒館,20,3.75,"{'positive': 12, 'negative': 8}"
匠樂割烹壽司,20,4.85,"{'positive': 19, 'negative': 1}"
匠記日式食堂,20,3.35,"{'positive': 11, 'negative': 9}"
十三川日本拉麵定食 公園店,20,3.85,"{'positive': 14, 'negative': 6}"
十三川日本拉麵定食 大安店,20,3.9,"{'positive': 16, 'negative': 4}"
千層吧,20,4.75,{'positive': 20}
千螢早餐店,20,4.8,{'positive': 20}
卡帛素食烘培‧義式廚房‧港式餐點 總店,20,4.3,"{'positive': 17, 'negative': 3}"
卡迪早午餐,20,3.9,"{'positive': 15, 'negative': 5}"
印加媽媽秘魯餐館,20,4.3,"{'positive': 17, 'negative': 3}"
原丼力,20,3.25,"{'negative': 11, 'positive': 9}"
參拾尋味,11,4.181818181818182,"{'positive': 9, 'negative': 2}"
古佛素食館,20,4.8,{'positive': 20}
可口手工包子饅頭,20,3.5,"{'positive': 12, 'negative': 8}"
台北喜來登大飯店－SUKHOTHAI泰式餐廳,20,4.2,"{'positive': 15, 'negative': 5}"
台北喜來登大飯店－安東廳 Antoine Room,20,4.55,"{'positive': 19, 'negative': 1}"
台北喜來登大飯店－比薩屋 Pizza Pub,20,4.25,"{'positive': 18, 'negative': 2}"
台北喜來登大飯店－請客樓 The Guest House,20,4.45,"{'positive': 17, 'negative': 3}"
台北喜來登大飯店－辰園 The Dragon,20,4.65,{'positive': 20}
台北福華大飯店,20,4.7,"{'positive': 19, 'negative': 1}"
台北站福利餐廳,20,4.7,{'positive': 20}
台北遠東香格里拉,20,4.1,"{'positive': 16, 'negative': 4}"
台灣古早味小吃店,8,3.125,"{'positive': 5, 'negative': 3}"
台灣鹽酥雞 大直創始總店 - Taiwanese Popcorn Fried Chicken King (Dazhi Restaurant ),20,2.75,"{'negative': 13, 'positive': 7}"
台發切仔麵,20,4.1,"{'positive': 16, 'negative': 4}"
吃你豆腐 韓式湯飯店,20,4.15,"{'positive': 17, 'negative': 3}"
吉天元拉麵（公館店）,40,4.4,"{'positive': 34, 'negative': 6}"
吉比鮮釀餐廳 - 台北敦北店 GBA Brewery Restaurant - Taipei Dunbei Store,20,4.3,"{'positive': 16, 'negative': 4}"
吉祥便當店,20,4.9,{'positive': 20}
吉米樂狗 Jimmy's Hotdog Club,20,4.55,{'positive': 20}
吉豚屋 館前店,20,4.1,"{'positive': 16, 'negative': 4}"
吉豚屋北車店,20,4.3,"{'positive': 15, 'negative': 5}"
吉野家 大安店,20,2.15,"{'negative': 17, 'positive': 3}"
吉飽早餐-輔大店,20,3.95,"{'positive': 15, 'negative': 5}"
名廚鐵板燒,20,4.15,"{'positive': 16, 'negative': 4}"
吐司利亞 永康店,20,4.45,"{'positive': 17, 'negative': 3}"
君悅排骨衡陽店,20,3.3,"{'negative': 12, 'positive': 8}"
呈信鵝肉 科技大樓店,20,3.3,"{'negative': 11, 'positive': 9}"
周記切仔麵,20,4.5,"{'positive': 18, 'negative': 2}"
味自慢,20,4.6,{'positive': 20}
呷麵飯館,20,3.25,"{'negative': 11, 'positive': 9}"
呼嚕小酒館 Purrson Bistro,20,4.3,"{'positive': 17, 'negative': 3}"
和平食光 早午餐 Coffee&Brunch,20,4.1,"{'positive': 15, 'negative': 5}"
和牛47－乾杯集團 燒肉懷石品牌,20,4.65,"{'positive': 17, 'negative': 3}"
品田牧場 台北松山車站店,20,4.2,"{'positive': 17, 'negative': 3}"
品鱻海鮮熱炒店,20,3.35,"{'negative': 10, 'positive': 10}"
啾哇嘿喲 l 大安區 l 大安站 l 韓式 l 烤肉 l 燒烤 l 炸雞 l 料理 l 餐廳,20,4.35,"{'positive': 17, 'negative': 3}"
喫尤平價鐵板燒 - 公館店,40,3.6,"{'positive': 25, 'negative': 15}"
喬園四店,20,3.25,"{'positive': 11, 'negative': 9}"
嘉常菜,20,4.85,{'positive': 20}
嘉義林聰明沙鍋魚頭 Taipei 101店,20,3.1,"{'negative': 12, 'positive': 8}"
四哥的店,20,4.8,"{'positive': 19, 'negative': 1}"
四喜食品行(四喜家鄉粽),20,4.5,"{'positive': 17, 'negative': 3}"
四川飯館,20,4.25,"{'positive': 17, 'negative': 3}"
四海豆漿大王,40,3.95,"{'positive': 31, 'negative': 9}"
四維咖啡商號Cafe4way 民生社區咖啡/印度咖哩/美食/甜點,20,4.55,"{'positive': 17, 'negative': 3}"
四面八方,20,4.1,"{'positive': 16, 'negative': 4}"
國賓中餐廳,20,4.3,"{'positive': 17, 'negative': 3}"
圓圓小籠湯包,20,3.75,"{'positive': 13, 'negative': 7}"
圓環肉羹,20,3.15,"{'negative': 13, 'positive': 7}"
地中海餐酒館 ABV Bar & Kitchen 台北光復店,20,4.75,"{'positive': 19, 'negative': 1}"
城中老牌牛肉拉麵大王,20,3.95,"{'positive': 14, 'negative': 6}"
塊雞師食務所 Achicken Firm,40,4.6,"{'positive': 39, 'negative': 1}"
塩琉,20,4.35,"{'positive': 17, 'negative': 3}"
墨洋拉麵,40,4.35,"{'positive': 35, 'negative': 5}"
墨賞新鐵板料理(忠孝敦化店),20,4.7,"{'positive': 19, 'negative': 1}"
壹三找餐,20,3.9,"{'positive': 15, 'negative': 5}"
壽司家sushiya,20,4.4,"{'positive': 18, 'negative': 2}"
夏慕尼新香榭鐵板燒 台北中山北店,20,4.35,"{'positive': 17, 'negative': 3}"
夏綠沁私房義大利麵燉飯 甜點下午茶 聚餐小酌 外帶外送 原夏綠蒂小私廚 寵物友善 中山國中松山機場附近美食 Summer Green Pasta Spaghetti Risotto Bistro Restaurans 台北の料理 타이베이 요리,20,4.7,"{'positive': 19, 'negative': 1}"
大三元酒樓,20,4.35,"{'positive': 16, 'negative': 4}"
大和日本料理,20,4.35,"{'positive': 18, 'negative': 2}"
大安,20,4.4,"{'positive': 18, 'negative': 2}"
大安森林公園,20,4.75,"{'positive': 18, 'negative': 2}"
大安森林食堂,20,2.95,"{'negative': 11, 'positive': 9}"
大安站那邊 精緻熱炒,20,4.0,"{'positive': 16, 'negative': 4}"
大安蝦仁蒸餃煎餃,20,3.9,"{'positive': 15, 'negative': 5}"
大巨星港式飲茶餐酒館 遠東Garden City大巨蛋店,20,3.2,"{'positive': 10, 'negative': 10}"
大戶屋大安店,20,4.05,"{'positive': 15, 'negative': 5}"
大拇指鐵板熱炒,20,2.7,"{'negative': 11, 'positive': 9}"
大杵臼 ส้มตําครกยักษ์,40,4.4,"{'positive': 35, 'negative': 5}"
大樹義麵坊-2026平價排隊美食 台北中正義大利麵 焗烤 商業午餐 外送推薦 熱門義式料理餐廳 訂位推薦 團體學校安親班訂餐外送 聚餐包場 臺大醫院 中正紀念堂附近美食 PTT Dcard,20,4.35,"{'positive': 18, 'negative': 2}"
大烹小饌｜精緻台客中式料理-大同必吃餐廳|必吃熱炒|人氣熱炒|台菜餐廳|熱炒推薦|在地推薦餐廳,20,4.7,"{'positive': 18, 'negative': 2}"
大盛豬排專門店（無提供訂位）,40,4.05,"{'positive': 32, 'negative': 8}"
大直小館,20,4.4,"{'positive': 18, 'negative': 2}"
大直酷馬廚房Kuma Kitchen,20,4.85,{'positive': 20}
大碗公牛肉麵,20,4.2,"{'positive': 16, 'negative': 4}"
大興隆燒臘粵菜,20,3.55,"{'positive': 12, 'negative': 8}"
大院子,20,4.2,"{'positive': 16, 'negative': 4}"
大隻佬 食堂,20,3.75,"{'positive': 13, 'negative': 7}"
天下三絕麵食館,20,4.1,"{'positive': 14, 'negative': 6}"
天津蔥抓餅,20,3.5,"{'positive': 11, 'negative': 9}"
天賜良緣大飯店,20,4.95,{'positive': 20}
天辣麻辣火鍋(龍江),20,4.4,"{'positive': 18, 'negative': 2}"
太朗-沖繩飯糰ポークたまご専門店（大安店）,20,4.7,"{'positive': 18, 'negative': 2}"
太陽蕃茄拉麵 站前本店,20,4.7,{'positive': 20}
夫妻韓式餐廳,20,4.05,"{'positive': 16, 'negative': 4}"
夯麵坊輔大店,20,3.6,"{'positive': 13, 'negative': 7}"
奪愛Dazzle Indian cuisine,20,4.15,"{'positive': 16, 'negative': 4}"
好公道金雞園,20,3.85,"{'positive': 14, 'negative': 6}"
好呷拉麵 甜品吃到飽(公館) *呷：ㄒㄧㄚˊ,40,4.375,"{'positive': 31, 'negative': 9}"
好想吃冰 日式蔬食 中山赤峰店,20,3.55,"{'positive': 11, 'negative': 9}"
好想見麵 大安信義店,20,3.55,"{'positive': 12, 'negative': 8}"
好木 原木餐桌實木餐桌,20,5.0,{'positive': 20}
好米亞,20,4.15,"{'positive': 16, 'negative': 4}"
好處餐酒館,40,4.45,"{'positive': 37, 'negative': 3}"
好食早餐（每週日、一公休）,20,4.35,"{'positive': 17, 'negative': 3}"
好食麵飯屋,20,4.2,"{'positive': 15, 'negative': 5}"
姊姊的廚房,20,4.55,"{'positive': 18, 'negative': 2}"
威宇牛排 - 公館店,40,4.075,"{'positive': 32, 'negative': 8}"
娘子家咖啡,20,3.75,"{'positive': 14, 'negative': 6}"
婷婷咖啡簡餐,20,4.35,"{'positive': 16, 'negative': 4}"
媽媽咪呀早餐屋(敦化店),20,3.5,"{'positive': 12, 'negative': 8}"
季吉GG韓國餐館,20,4.6,"{'positive': 19, 'negative': 1}"
孫豪記手工水餃,20,4.1,"{'positive': 13, 'negative': 7}"
安東尼義式廚房 輔大店,20,4.0,"{'positive': 15, 'negative': 5}"
宋朝中餐廳,20,4.15,"{'positive': 16, 'negative': 4}"
客家小店,20,4.45,{'positive': 20}
客美多咖啡 Komeda's Coffee 台北轉運站店,20,4.15,"{'positive': 17, 'negative': 3}"
家常台菜,20,4.05,"{'positive': 15, 'negative': 5}"
家湘精緻簡餐（湘記小麵）,20,4.3,"{'positive': 17, 'negative': 3}"
家鄉自助餐,19,2.8947368421052633,"{'negative': 10, 'positive': 9}"
富錦樹台菜香檳 敦北店,20,4.25,"{'positive': 17, 'negative': 3}"
富錦樹台菜香檳101旗艦店,20,3.95,"{'positive': 14, 'negative': 6}"
寒舍茶坊,20,4.7,"{'positive': 19, 'negative': 1}"
寶杏堂 手切滷肉飯 溫補羊肉湯,20,4.5,"{'positive': 18, 'negative': 2}"
對味廚房料理實驗室,20,4.8,"{'positive': 19, 'negative': 1}"
小伙伴湖北風味麵食館,20,4.4,"{'positive': 17, 'negative': 3}"
小南通咖啡,20,4.55,"{'positive': 18, 'negative': 2}"
小南門傳統豆花,20,3.0,"{'negative': 11, 'positive': 9}"
小原田日本料理 公館店,40,4.125,"{'positive': 32, 'negative': 8}"
小器食堂微風南山店,20,3.95,"{'positive': 14, 'negative': 6}"
小圓村,20,4.25,"{'positive': 18, 'negative': 2}"
小大麵線,20,4.2,"{'positive': 16, 'negative': 4}"
小姐姐麻辣食堂,20,3.0,"{'positive': 10, 'negative': 10}"
小小樹食 大安店,20,4.2,"{'positive': 15, 'negative': 5}"
小尚品精制鍋物 師大分部店,20,4.2,"{'positive': 16, 'negative': 4}"
小尚品精制鍋物 福興店,20,4.3,"{'positive': 17, 'negative': 3}"
小屋,20,4.05,"{'positive': 14, 'negative': 6}"
小放牛麵食店,20,3.6,"{'positive': 12, 'negative': 8}"
小旺號 - 公館店,40,3.95,"{'positive': 27, 'negative': 13}"
小曼谷泰國雲南料理 政大店,20,4.3,"{'positive': 16, 'negative': 4}"
小珊食堂 （營業時間。售完即止！）,20,4.4,"{'positive': 18, 'negative': 2}"
小確幸,20,3.5,"{'positive': 12, 'negative': 8}"
小良絆-涼麵專門店 Bancoldnoodle,20,4.2,"{'positive': 16, 'negative': 4}"
小蔬杭 絕對蔬食(台大二活店）,40,4.175,"{'positive': 30, 'negative': 10}"
小螺波 公館店 - 台灣螺螄粉第一品牌,40,4.5,"{'positive': 35, 'negative': 5}"
小辣椒魷魚羹,20,4.0,"{'positive': 17, 'negative': 3}"
小酌串烤,20,4.15,"{'positive': 16, 'negative': 4}"
小食泰泰式料理餐廳/會議便當/Fanthaisy Thai Restaurants/聚餐/好吃便當/外送便當/台北美食/午餐/晚餐/客製便當/附近美食/包場/包廂/定食/外燴/假日無定食,20,4.7,"{'positive': 19, 'negative': 1}"
小飯廳,40,3.95,"{'positive': 31, 'negative': 9}"
小飯館兒,40,4.175,"{'positive': 32, 'negative': 8}"
小魏川菜餐廳,20,3.7,"{'positive': 14, 'negative': 6}"
小鹿亭,40,3.825,"{'positive': 24, 'negative': 16}"
尚家香雲南美味麵食館,40,4.325,"{'positive': 32, 'negative': 8}"
就是愛煎餅果子咔滋飯糰和平店,20,4.15,"{'positive': 15, 'negative': 5}"
展弟拉麵店,20,3.65,"{'positive': 12, 'negative': 8}"
屯京拉麵 台北站前店,20,4.45,"{'positive': 19, 'negative': 1}"
山三石 La Roche qui Chante ｜島嶼茶食 • 節慶甜點,20,4.6,"{'positive': 18, 'negative': 2}"
山海樓 手工臺菜餐廳,20,4.1,"{'positive': 15, 'negative': 5}"
山玖鍋貼水餃,20,3.95,"{'positive': 15, 'negative': 5}"
山的另一邊,20,4.05,"{'positive': 15, 'negative': 5}"
山西刀削麵,40,4.5,"{'positive': 35, 'negative': 5}"
山西御品刀削麵館,20,4.5,"{'positive': 19, 'negative': 1}"
岡心食堂,20,4.85,{'positive': 20}
峨嵋川菜餐廳,40,4.225,"{'positive': 32, 'negative': 8}"
嵩 台北大安,20,4.8,"{'positive': 19, 'negative': 1}"
川渝小吃坊/美食/小吃/restaurants/takeout,20,4.1,"{'positive': 14, 'negative': 6}"
巧味快餐,20,4.45,"{'positive': 17, 'negative': 3}"
巧房餡餅,20,4.5,"{'positive': 18, 'negative': 2}"
巴東蜀味,19,3.8947368421052633,"{'positive': 12, 'negative': 7}"
巴生仔大馬料理店,40,4.15,"{'positive': 32, 'negative': 8}"
巴雷巴雷印度餐廳,20,4.95,{'positive': 20}
巷子口獅子頭白菜麵,20,4.1,"{'positive': 16, 'negative': 4}"
巷子李麵,20,4.65,"{'positive': 18, 'negative': 2}"
希臘左巴 台大店,40,4.175,"{'positive': 33, 'negative': 7}"
希臘左巴 歐陸風味館,40,4.1,"{'positive': 31, 'negative': 9}"
帥哥滷肉飯 A Handsome Guy,20,4.35,"{'positive': 17, 'negative': 3}"
師大夜市,20,3.7,"{'positive': 14, 'negative': 6}"
平成十九 海鮮丼烤魚燒肉（網路訂位，無電話訂位）,20,4.0,"{'positive': 15, 'negative': 5}"
度小月擔仔麵 台北忠孝店,20,3.95,"{'positive': 13, 'negative': 7}"
廚藏室Storeroom Burger Daan,20,3.9,"{'positive': 14, 'negative': 6}"
弘大一號出口,20,4.0,"{'positive': 15, 'negative': 5}"
強記港式小館,20,4.6,"{'positive': 18, 'negative': 2}"
徐州路2號庭園會館,20,4.85,"{'positive': 19, 'negative': 1}"
徙巷小餐酒,20,3.5,"{'positive': 13, 'negative': 7}"
御鼎極品豬腳 復興店,20,4.35,"{'positive': 17, 'negative': 3}"
復古豪斯Retro House,20,4.7,"{'positive': 19, 'negative': 1}"
德州美墨炸雞 微風南山店,20,3.8,"{'positive': 14, 'negative': 6}"
德意事歐式美食屋,20,4.5,"{'positive': 17, 'negative': 3}"
忠南飯館,20,4.05,"{'positive': 15, 'negative': 5}"
忠將蔥抓餅 懷寧店,20,4.4,"{'positive': 17, 'negative': 3}"
忠青商行,20,4.05,"{'positive': 15, 'negative': 5}"
忠青商行 微風台北車站店,20,3.95,"{'positive': 14, 'negative': 6}"
忠青商行 遠百信義A13店,20,3.9,"{'positive': 14, 'negative': 6}"
悅上海,20,4.0,"{'positive': 15, 'negative': 5}"
悅來牛肉麵,20,4.3,"{'positive': 18, 'negative': 2}"
悅華軒,20,4.1,"{'positive': 15, 'negative': 5}"
想 國家戲劇院,20,4.4,"{'positive': 17, 'negative': 3}"
想聚 Mr.Jardeng,40,4.45,"{'positive': 34, 'negative': 6}"
愛玉早餐店,20,4.55,"{'positive': 18, 'negative': 2}"
感謝您鹽酥雞,20,4.35,"{'positive': 16, 'negative': 4}"
慶三號-台北延平店 人氣早午餐/炭烤吐司/秘製燒肉/酥脆蛋餅/板烤沙威瑪/,20,4.3,"{'positive': 18, 'negative': 2}"
慶城街1號 複合式商場,20,3.85,"{'positive': 15, 'negative': 5}"
憶馬當鮮 馬來西亞風味料理,20,4.15,"{'positive': 16, 'negative': 4}"
成家小館,20,3.25,"{'positive': 12, 'negative': 8}"
拾壹號．Meal Pub,20,4.4,"{'positive': 17, 'negative': 3}"
捷克公寓,20,4.7,"{'positive': 18, 'negative': 2}"
提洛斯義式廚房,20,4.3,"{'positive': 18, 'negative': 2}"
揪餖燒肉 微風南山店,20,4.5,"{'positive': 17, 'negative': 3}"
搗飛豆花,20,4.5,"{'positive': 18, 'negative': 2}"
摩斯漢堡 台北車站店(北一門旁),20,2.35,"{'negative': 14, 'positive': 6}"
摩斯漢堡 大安店,20,2.25,"{'negative': 15, 'positive': 5}"
摩斯漢堡 松山機場店,20,2.65,"{'negative': 11, 'positive': 9}"
擂銗餐廳,20,4.6,"{'positive': 18, 'negative': 2}"
收購老酒/龍銀大盤商-金牌收購老酒商台北總店,20,4.8,"{'positive': 19, 'negative': 1}"
敏忠餐廳,20,4.05,"{'positive': 15, 'negative': 5}"
敘緣小館,20,4.6,"{'positive': 19, 'negative': 1}"
文哥 巷仔口米粉湯,20,3.9,"{'positive': 16, 'negative': 4}"
文山實習生活館,20,4.7,"{'positive': 19, 'negative': 1}"
文華 Café,20,4.0,"{'positive': 14, 'negative': 6}"
文｜火｜處｜方 料理所,20,4.35,"{'positive': 16, 'negative': 4}"
斐得蔬食 VERDURE 松山店,20,4.6,"{'positive': 18, 'negative': 2}"
新丼 和平店,20,4.15,"{'positive': 16, 'negative': 4}"
新台灣G王,20,4.1,"{'positive': 16, 'negative': 4}"
新莊豪品味,20,3.9,"{'positive': 16, 'negative': 4}"
新華港式菜館,20,3.85,"{'positive': 13, 'negative': 7}"
新馬辣經典麻辣鍋-信義遠百店Plus+,20,4.3,"{'positive': 17, 'negative': 3}"
方禾食呂,20,4.55,"{'positive': 17, 'negative': 3}"
日常,15,3.8,"{'positive': 11, 'negative': 4}"
日新現做早餐店,20,4.35,"{'positive': 16, 'negative': 4}"
日暮里涮涮鍋,20,3.75,"{'positive': 12, 'negative': 8}"
日海海鮮店,20,4.55,"{'positive': 19, 'negative': 1}"
早咖朝食（咖哩飯/炒泡麵）,20,3.9,"{'positive': 15, 'negative': 5}"
早珊 Toast & Tea（歡迎來電外帶/內用）,20,5.0,{'positive': 20}
早點加薪,20,4.9,{'positive': 20}
昇堂 x 低GI健康餐盒,20,2.15,"{'negative': 14, 'positive': 6}"
星 hoshi table,20,4.75,{'positive': 20}
春天素食餐廳（台北大安店）,19,3.8947368421052633,"{'positive': 15, 'negative': 4}"
春水堂 中正店,20,3.8,"{'positive': 14, 'negative': 6}"
春申食府,20,4.4,"{'positive': 18, 'negative': 2}"
春越食堂,20,4.75,"{'positive': 18, 'negative': 2}"
時時香 RICE BAR - 微風南山店,20,4.25,"{'positive': 17, 'negative': 3}"
晨曦茶坊,20,4.6,"{'positive': 18, 'negative': 2}"
晴川盛日式涮涮鍋-松山民權,20,4.25,"{'positive': 15, 'negative': 5}"
智勝鮮食,20,3.8,"{'positive': 13, 'negative': 7}"
曉鹿盒食,15,4.666666666666667,"{'positive': 14, 'negative': 1}"
曉鹿鳴樓 永續台灣功夫菜,40,4.5,"{'positive': 37, 'negative': 3}"
曼谷燒,40,4.25,"{'positive': 35, 'negative': 5}"
月之義大利餐廳,20,4.55,"{'positive': 18, 'negative': 2}"
月霞 Waha Cafe,20,4.5,"{'positive': 19, 'negative': 1}"
有喜居酒屋,20,4.9,"{'positive': 19, 'negative': 1}"
木易子食所咖哩l 優格沙拉,20,4.85,{'positive': 20}
木柵水煎包,20,3.95,"{'positive': 15, 'negative': 5}"
木柵老爹鵝肉專賣店,20,4.8,{'positive': 20}
本能寺 直火燒肉,20,4.45,"{'positive': 17, 'negative': 3}"
朱記餡餅粥店 信義店,20,3.35,"{'positive': 12, 'negative': 8}"
朱記餡餅粥店 微風台大醫院店,20,3.3,"{'positive': 11, 'negative': 9}"
朱記餡餅粥店 民權店,20,2.95,"{'negative': 13, 'positive': 7}"
李氏兄弟44號餐酒館(李氏餐坊),20,4.55,"{'positive': 18, 'negative': 2}"
李白Breakfast x coffee,20,4.25,"{'positive': 16, 'negative': 4}"
李麵請,20,4.9,{'positive': 20}
杏園餐廳,20,4.15,"{'positive': 17, 'negative': 3}"
杭州小籠湯包,20,3.8,"{'positive': 14, 'negative': 6}"
東家美食館,20,3.8,"{'positive': 14, 'negative': 6}"
東方美早餐,20,3.6,"{'positive': 13, 'negative': 7}"
東門鴨莊 中正總店,20,2.45,"{'negative': 17, 'positive': 3}"
松山區立可康餐廳,20,4.5,"{'positive': 18, 'negative': 2}"
松柏自助餐,20,2.1,"{'negative': 18, 'positive': 2}"
松田日式飯糰,20,4.75,"{'positive': 19, 'negative': 1}"
松町和風小舖,20,3.5,"{'positive': 12, 'negative': 8}"
林居sushi日本料理,20,4.3,"{'positive': 16, 'negative': 4}"
林東芳牛肉麵,20,3.25,"{'negative': 11, 'positive': 9}"
林柏食参涮涮鍋,20,4.25,"{'positive': 15, 'negative': 5}"
林記海南雞飯(和平店)科技大樓美食 台科美食 台科外送美食 大安區美食 大安區美食外送,20,4.2,"{'positive': 16, 'negative': 4}"
柔柔の炸語,20,3.75,"{'positive': 14, 'negative': 6}"
柴火麵擔仔,20,3.35,"{'negative': 10, 'positive': 10}"
格芮潘義式創意廚房,20,3.35,"{'positive': 11, 'negative': 9}"
桃山日本料理,20,4.1,"{'positive': 16, 'negative': 4}"
桃源街老王記牛肉麵店,20,3.45,"{'positive': 10, 'negative': 10}"
桔梗JIEGENGE,20,3.95,"{'positive': 14, 'negative': 6}"
梁社漢排骨-大安一店,20,2.85,"{'negative': 12, 'positive': 8}"
梟夜 日式餐酒館 串の酒場 燒鳥 Xiaoya Yakitori 居酒屋 - 台北大安居酒屋 串燒推薦 人氣燒烤餐廳 美食餐酒館 日式料理 2025網紅推薦,20,4.5,"{'positive': 19, 'negative': 1}"
梧貳WUERFOODS歐姆蛋包飯專賣店,20,3.8,"{'positive': 11, 'negative': 9}"
椰兄泰式料理餐廳 中山店,20,4.35,"{'positive': 15, 'negative': 5}"
楊記小吃,20,4.55,"{'positive': 17, 'negative': 3}"
極膳-帝王養生膠美食,20,4.6,"{'positive': 18, 'negative': 2}"
榮榮園浙寧餐廳,20,4.35,"{'positive': 17, 'negative': 3}"
樂和牛排館,20,4.25,"{'positive': 17, 'negative': 3}"
樂咖哩,20,3.65,"{'positive': 14, 'negative': 6}"
樂子瑞安店（寵物友善）,20,4.25,"{'positive': 17, 'negative': 3}"
樂崎火鍋-民生店,20,4.6,"{'positive': 19, 'negative': 1}"
樂川小館,20,4.35,"{'positive': 16, 'negative': 4}"
樂格輕食,20,3.95,"{'positive': 15, 'negative': 5}"
樂漢堡美式餐廳 台北大安店,20,3.8,"{'positive': 14, 'negative': 6}"
樂烘焙材料器具 (官方LINE ID搜尋：@lzw7499a),20,3.65,"{'positive': 13, 'negative': 7}"
樂盒子 西班牙餐廳 La Caja de Musica Spanish restaurant,20,4.5,"{'positive': 18, 'negative': 2}"
樂軒和牛專門店,20,4.4,"{'positive': 17, 'negative': 3}"
樂邦,20,4.55,"{'positive': 18, 'negative': 2}"
樂雅樂餐廳 敦化店,20,3.3,"{'negative': 10, 'positive': 10}"
樂雅樂餐廳 站前店,20,3.95,"{'positive': 14, 'negative': 6}"
樂食堂,20,4.8,"{'positive': 19, 'negative': 1}"
樂香小火鍋中山總店,20,3.65,"{'positive': 12, 'negative': 8}"
樹下蘇活,40,4.55,"{'positive': 36, 'negative': 4}"
橋村炸雞 - 台北101店,20,2.6,"{'negative': 14, 'positive': 6}"
檀島香港餐廳_信義店,20,3.55,"{'positive': 10, 'negative': 10}"
檸檬草美食茶房 新莊店,20,4.5,"{'positive': 18, 'negative': 2}"
櫻sakura（桜日本料理 龍城市場132攤）,20,4.95,{'positive': 20}
欣欣大眾魷魚羹,15,4.6,"{'positive': 13, 'negative': 2}"
欣葉台菜 信義新天地A9店,20,4.7,"{'positive': 19, 'negative': 1}"
欣葉台菜 南西店,20,3.5,"{'positive': 11, 'negative': 9}"
欣葉台菜 忠孝店,20,4.65,{'positive': 20}
欣葉台菜創始店,20,4.55,"{'positive': 17, 'negative': 3}"
欽豪燒腊盒餐,20,2.85,"{'negative': 13, 'positive': 7}"
歐嬤德式美食 哥德店,40,4.2,"{'positive': 32, 'negative': 8}"
歡聚烤霸,20,4.3,"{'positive': 18, 'negative': 2}"
正宗台南意麵,20,4.15,"{'positive': 17, 'negative': 3}"
段純貞-台北京站店,20,3.25,"{'positive': 11, 'negative': 9}"
水剌韓式餐廳 大直總店,20,3.7,"{'positive': 13, 'negative': 7}"
水哥咖啡,20,4.65,"{'positive': 19, 'negative': 1}"
水料理 (fresh cuisine ) Halal MUSLIM FRIENDLY 溫體牛咖哩飯,20,4.65,"{'positive': 19, 'negative': 1}"
永和豆漿,20,3.8,"{'positive': 15, 'negative': 5}"
永和豆漿大王,40,3.9,"{'positive': 29, 'negative': 11}"
永康牛肉麵,20,3.6,"{'positive': 13, 'negative': 7}"
永康街左撇子,20,3.95,"{'positive': 14, 'negative': 6}"
永心鳳茶奶茶專門所 YONSHIN MILKTEA MANSION,20,4.5,"{'positive': 17, 'negative': 3}"
江浙 秀蘭小館,20,3.7,"{'positive': 12, 'negative': 8}"
江蘇老趙刀切麵,20,3.7,"{'positive': 12, 'negative': 8}"
池先生 kopitiam premium (公館店),40,4.4,"{'positive': 36, 'negative': 4}"
池先生(大安店）,20,4.3,"{'positive': 17, 'negative': 3}"
池音 鶏白湯ラーメン,20,4.45,"{'positive': 18, 'negative': 2}"
沃森茶酒館 WOSOM / Teahouse & Bar,20,4.25,"{'positive': 18, 'negative': 2}"
沙嗲士多,40,4.5,"{'positive': 37, 'negative': 3}"
沾美藝術庭苑 Jimmy’s Garden,20,4.65,"{'positive': 19, 'negative': 1}"
泔 米食堂,20,4.65,"{'positive': 18, 'negative': 2}"
法喜素食,20,4.35,"{'positive': 17, 'negative': 3}"
波波恰恰大馬風味餐,20,3.7,"{'positive': 12, 'negative': 8}"
波記茶餐廳,20,4.35,"{'positive': 16, 'negative': 4}"
波赫士領地精品咖啡館 提拉米蘇 千層蛋糕 BorgesPlace昌吉店,20,4.6,"{'positive': 19, 'negative': 1}"
波麗路西餐廳,20,3.95,"{'positive': 14, 'negative': 6}"
泰味鮮,40,4.325,"{'positive': 37, 'negative': 3}"
泰國象泰式料理,20,3.9,"{'positive': 16, 'negative': 4}"
泰好吃泰國船麵,40,4.55,"{'positive': 36, 'negative': 4}"
泰滾 Rolling Thai 泰式火鍋(南京店）,20,4.35,"{'positive': 15, 'negative': 5}"
洋洋肉骨茶-松機店,20,3.4,"{'positive': 12, 'negative': 8}"
洛毅牛肉麵館,20,4.3,"{'positive': 17, 'negative': 3}"
津輕丸號,20,4.35,"{'positive': 18, 'negative': 2}"
洪師父冠軍牛肉麵-建北店,20,4.1,"{'positive': 15, 'negative': 5}"
活海鮮私廚（預約制需提前預約）,20,4.55,"{'positive': 18, 'negative': 2}"
浪速食鋪,20,4.7,"{'positive': 19, 'negative': 1}"
海壽司 遠百A13店,20,3.3,"{'positive': 10, 'negative': 10}"
海天小館,20,4.25,"{'positive': 18, 'negative': 2}"
海底撈火鍋 信義微風南山店,20,4.9,"{'positive': 19, 'negative': 1}"
