topic,terms
topic_1,只有 完全 用餐 小菜 品質 選擇 肉品 還有 韓式 生菜 客人 起司
topic_2,超級 親切 小哥 還有 重點 啤酒 招待 起司 不錯 五花 提供 品質
topic_3,不錯 起來 生菜 啤酒 還有 第一次 這種 牛肉 品質 泡菜 五花 直接
topic_4,烤肉 韓式 很棒 泡菜 體驗 這麼 肉質 客人 生菜 親切 肉品 選擇
topic_5,很多 結果 小菜 訂位 不會 完全 這種 餐具 第一次 這麼 什麼 泡菜
topic_6,韓式 用餐 還有 牛肉 啤酒 體驗 提供 肉質 五花 直接 什麼 烤肉
