topic,terms
topic_1,咖啡 吐司 到櫃 出餐 qr 超級 推薦 漢堡 連鎖 自己 咖啡店 點餐
topic_2,冰淇淋 自己 座位 吐司 咖啡店 連鎖 用餐 出餐 插座 點餐 qr 漢堡
topic_3,用餐 時間 吐司 自己 客美多 日本 整體 komeda 舒適 一樓 咖啡 冰淇淋
topic_4,插座 座位 咖啡店 推薦 舒適 冰淇淋 超級 早餐 朋友 客美多 搭配 吐司
topic_5,點餐 座位 一樓 漢堡 qr 早餐 自己 連鎖 出餐 咖啡店 到櫃 komeda
topic_6,咖啡 搭配 吐司 舒適 朋友 座位 冰淇淋 連鎖 整體 komeda 日本 客美多
