topic,terms
topic_1,單車 店內 值得 自行 推薦 舒服 明亮 咖啡 午餐 用餐 適合 親切
topic_2,沙拉 蛋糕 單車 咖啡 搭配 親切 雖然 食材 健康 鬆餅 動物園 用心
topic_3,美味 單車 鬆餅 空間 食材 健康 提供 舒適 運動 結合 咖啡 完全
topic_4,單車 肉桂 咖啡 口感 鬆餅 雖然 蛋糕 不同 試試 花椰菜 那種 結合
topic_5,整體 氣氛 推薦 用餐 親切 本來 舒服 用品 時間 朋友 貓空 單車
topic_6,花椰菜 午餐 動物園 適合 用品 店內 明亮 貓空 運動 看到 乾淨 用料
