topic,terms
topic_1,大利 不會 蛤蜊 一份 希望 餐酒館 第一次 炸物 搬家 還是 起來 薯條
topic_2,今天 薯條 大利 第一次 軟殼 不會 反應 搬家 份量 炸物 起來 店裡
topic_3,氣氛 大利 搬家 第一次 用心 份量 希望 一份 餐酒館 不錯 軟殼 薯條
topic_4,大利 漢堡 今天 牛肉 還有 下次 原來 還是 店家 蛤蜊 反應 用心
topic_5,不錯 搬家 軟殼 地方 用心 cp 希望 起來 原來 一份 下次 餐酒館
topic_6,大利 氣氛 店內 份量 一間 店裡 甜點 餐酒館 用心 還有 地方 牛肉
