topic,terms
topic_1,這個 服務生 店內 份量 素食 推薦 雖然 服務態度 用餐 是否 冷氣 特別
topic_2,超級 原本 服務人員 一起 泰式 今天 用餐 酸辣 特別 大家 素食 推薦
topic_3,泰式 服務人員 今天 知道 大家 提醒 是否 沙拉 超級 特別 份量 原本
topic_4,直接 接受 泰式 酸辣 告知 一直 推薦 不會 低消 服務人員 用餐 問題
topic_5,服務生 時間 不會 用餐 低消 直接 服務態度 素食 套餐 需要 提醒 位置
topic_6,咖哩 沙拉 今天 一起 特別 份量 原本 素食 推薦 不會 服務人員 用餐
