topic,terms
topic_1,主餐 套餐 本身 用餐 牛排 海鮮 份量 五分 整體 風格 推薦 威靈頓
topic_2,整體 本身 用餐 牛排 海鮮 份量 主餐 五分 風格 推薦 威靈頓 套餐
topic_3,寵物 友善 海鮮 推薦 米其林 本身 風格 份量 主餐 用餐 裝潢 牛排
topic_4,裝潢 牛排 份量 本身 用餐 風格 推薦 米其林 海鮮 主餐 五分 整體
topic_5,用餐 五分 牛排 友善 本身 海鮮 份量 主餐 風格 整體 推薦 威靈頓
topic_6,牛排 甜點 食材 口感 威靈頓 整體 本身 推薦 五分 套餐 風格 用餐
