topic,terms
topic_1,口感 豬里 炸魚 飲料 其他 午餐 台北 加上 美味 搭配 餐盤 起來
topic_2,搭配 午餐 份量 起來 完全 喜歡 加上 20 飲料 餐盤 鮭魚 干貝
topic_3,餐盤 起來 份量 午餐 干貝 鮭魚 飲料 用餐 松露 大安 口感 不錯
topic_4,不錯 口感 松露 干貝燉 餐盤 鮭魚 大安 豬里 午餐 不會 干貝 用餐
topic_5,用餐 干貝 時間 餐盤 20 完全 松露 喜歡 台北 其他 份量 午餐
topic_6,口感 飲料 店家 大安 奶昔 藍莓 昔昔 不錯 美味 炸魚 不會 起來
