topic,terms
topic_1,時間 雖然 晚餐 今天 一定 氛圍 不夠 完全 適合 用餐 只有 可惜
topic_2,店貓 飲品 份量 空間 今天 培根 奶茶 野菇 點了 二樓 整體 店內
topic_3,只有 不過 貓貓 蛋糕 一定 喜歡 不夠 咖啡 東西 氣氛 空間 氛圍
topic_4,大利 還有 店貓 調味 不錯 口感 可惜 貓咪 貓貓 親切 份量 見客
topic_5,貓咪 擺飾 大利 整體 飲料 公寓 檸檬塔 不錯 用餐 睡覺 奶茶 點了
topic_6,大利 貓貓 沒有 隱密 還有 睡覺 出來 起司 飲料 公寓 野菇 親切
