term,score
回訪,0.4147806778921701
雲錦,0.3110855084191276
完全,0.20739033894608505
蝦球,0.20739033894608505
不行,0.20739033894608505
至少,0.20739033894608505
漂亮,0.20739033894608505
鮮帶,0.10369516947304253
以為,0.10369516947304253
幾次,0.10369516947304253
差太多,0.10369516947304253
寶艾,0.10369516947304253
失望,0.10369516947304253
大大,0.10369516947304253
君悅,0.10369516947304253
只有,0.10369516947304253
中餐,0.10369516947304253
乾燒,0.10369516947304253
之前,0.10369516947304253
態度,0.10369516947304253
不是,0.10369516947304253
不外,0.10369516947304253
上半年,0.10369516947304253
一半,0.10369516947304253
980,0.10369516947304253
780,0.10369516947304253
2024,0.10369516947304253
2023,0.10369516947304253
廚師,0.10369516947304253
明爐,0.10369516947304253
