topic,terms
topic_1,拼盤 炸物 建議 不錯 酒吧 份量 撞球 啤酒 美式 薯條 活動 螢幕
topic_2,啤酒 美式 調酒 拼盤 炸物 酒吧 氣氛 活動 很大 風味 店內 大家
topic_3,氣氛 調酒 運動賽 大家 薯條 英式 客人 喝酒 店內 好喝 活動 整體
topic_4,酒吧 很多 外國人 美式 沙拉 薯條 啤酒 很大 不錯 撞球 好喝 整體
topic_5,適合 薯條 聊天 好喝 份量 很多 英式 客人 播放 建議 很大 風味
topic_6,氛圍 螢幕 用餐 氣氛 整體 運動賽 播放 風味 聊天 店內 調酒 適合
