topic,terms
topic_1,不錯 高麗菜 炒蛋 一點 1010 不會 棒棒 選擇 調味 口感 偏重 喜歡
topic_2,年糕 湖南 用餐 白飯 太油 臭豆腐 神仙 孜然 排骨 起來 肥腸 牛肉
topic_3,普通 麻婆豆腐 不錯 用餐 棒棒 偏高 神仙 太油 選擇 孜然 不會 白飯
topic_4,白飯 肥腸 調味 牛肉 松子 失望 臭豆腐 1010 點了 知道 問題 不會
topic_5,白飯 搭配 臭豆腐 口感 肥腸 用餐 份量 不會 孜然 一道 高麗菜 問題
topic_6,適合 白飯 清淡 份量 需要 偏高 麻婆豆腐 神仙 整體 排骨 孜然 調味
