term,score
咖啡,0.19245008972987523
飲料,0.11785113019775792
餐包,0.11785113019775792
單純,0.11785113019775792
談事,0.11785113019775792
當個,0.11785113019775792
地方,0.11785113019775792
地點還,0.11785113019775792
不到,0.11785113019775792
normal,0.0890870806374748
the,0.0890870806374748
small,0.0890870806374748
place,0.0890870806374748
of,0.0890870806374748
kind,0.0890870806374748
meal,0.0890870806374748
in,0.0890870806374748
corner,0.0890870806374748
beverage,0.0890870806374748
average,0.0890870806374748
at,0.0890870806374748
and,0.0890870806374748
1f,0.0890870806374748
一下,0.06415002990995841
點了,0.06415002990995841
不太想,0.06415002990995841
人用,0.06415002990995841
內用,0.06415002990995841
好喝,0.06415002990995841
很多,0.06415002990995841
