term,score
客人,0.36084391824351614
值得,0.21650635094610968
自己,0.21650635094610968
不是,0.21650635094610968
店員,0.21650635094610968
時候,0.14433756729740646
辣鍋,0.14433756729740646
結帳,0.14433756729740646
還是,0.14433756729740646
不辣,0.14433756729740646
一點,0.14433756729740646
押金,0.14433756729740646
需要,0.14433756729740646
想要,0.14433756729740646
問題,0.07216878364870323
加鍋底,0.07216878364870323
加辣,0.07216878364870323
動作,0.07216878364870323
只有,0.07216878364870323
台北市,0.07216878364870323
點餐,0.07216878364870323
外面,0.07216878364870323
啪啦,0.07216878364870323
噼哩,0.07216878364870323
在乎,0.07216878364870323
其他,0.07216878364870323
大概,0.07216878364870323
小姐,0.07216878364870323
帶位,0.07216878364870323
店員動作,0.07216878364870323
