topic,terms
topic_1,疙瘩 大利 第一次 推薦 口感 內餡 搭配 一般 雖然 一道 套餐 美味
topic_2,義式 沙拉 起司 火腿 搭配 花果 甜點 口感 布拉 套餐 疙瘩 塔起司
topic_3,甜點 開胃 花果 一定 戰斧 值得 用餐 雖然 一道 推薦 主菜 起司
topic_4,義式 甜點 開胃 推薦 一次 義大利麵 主菜 卡諾里 披薩 餅皮 酥脆 美味
topic_5,用餐 義式 甜點 雖然 一道 這次 一口 開胃 朋友 套餐 推薦 火腿
topic_6,大利 番茄 食材 美味 濃郁 義大利麵 章魚 下次 感受 披薩 用心 陽下義
