term,score
沒有,0.3606678538669729
提拉,0.18033392693348646
完全,0.18033392693348646
接受,0.18033392693348646
反應,0.18033392693348646
令人,0.18033392693348646
特別,0.18033392693348646
一下,0.18033392693348646
廚房,0.09016696346674323
吐司,0.09016696346674323
所有,0.09016696346674323
我剛,0.09016696346674323
反應給,0.09016696346674323
受影響,0.09016696346674323
只好,0.09016696346674323
心情,0.09016696346674323
完完全全,0.09016696346674323
咖啡,0.09016696346674323
回覆,0.09016696346674323
加熱,0.09016696346674323
太輕,0.09016696346674323
嫩度,0.09016696346674323
得到,0.09016696346674323
外場,0.09016696346674323
點了,0.09016696346674323
創意,0.09016696346674323
出餐,0.09016696346674323
fine,0.09016696346674323
一上,0.09016696346674323
一人,0.09016696346674323
