topic,terms
topic_1,咖啡 一杯 所長 可麗露 客人 整體 下午 不錯 吵雜 用餐 不過 店員
topic_2,整體 用餐 普通 用心 招待 店員 咖啡 飲料 所長 還有 適合 氣氛
topic_3,氣氛 下午 一杯 適合 吵雜 聚餐 不過 用心 飲料 朋友 還有 咖啡
topic_4,適合 事物 所長 地方 朋友 貼心 招待 一起 店員 用心 可麗露 飲料
topic_5,飲料 不錯 不過 地方 普通 氣氛 一杯 客人 事物 聊天 還有 一起
topic_6,朋友 還有 一起 聊天 氣氛 聚餐 貼心 咖啡 適合 下午 飲料 用餐
