term,score
氣氛,0.14943596336588877
所長,0.1450896346630882
咖啡,0.14171069494213426
飲料,0.13611388471783453
招待,0.12414071355208031
還有,0.11314890497137597
下午,0.1052713288545184
用心,0.10131613162264465
朋友,0.09231174750726312
不錯,0.08775781157904794
適合,0.08315691414923217
地方,0.08305230741022623
一起,0.08110917711794785
貼心,0.07968938877318132
聊天,0.07627338304536019
事物,0.07423056107534132
聚餐,0.0696673392241804
