topic,terms
topic_1,泰式 line 點餐 紅茶 拋豬 會員 一杯 加入 喜歡 時間 好喝 份量
topic_2,排飯 使用 生日 泰奶 清爽 用餐 點餐 小菜 花椰菜 玉米 一送 會員
topic_3,希望 開胃 喜歡 泰式 用餐 份量 使用 套餐 一次 優惠 點餐 一送
topic_4,加入 生日 優惠 一送 會員 套餐 拋豬 用餐 時間 希望 使用 小菜
topic_5,午餐 商業 配菜 泰奶 使用 一杯 加入 希望 時間 小菜 優惠 套餐
topic_6,泰式 紅茶 開胃 一送 生日 玉米 喜歡 一次 套餐 小菜 好喝 花椰菜
