topic,terms
topic_1,薯條 大利 飲料 漢堡 特別 套餐 牛肉 起司 一樣 份量 相當 上餐
topic_2,漢堡 生菜 很多 整體 用餐 起來 一樣 雖然 200 晚上 code qr
topic_3,200 主餐 時間 可續 用餐 飲料 薯條 上餐 2025 code qr 漢堡
topic_4,漢堡 飲料 不錯 薯條 牛肉 份量 整體 2025 一樣 培根 大利 很多
topic_5,美式 起司 點餐 店家 牛肉 qr code 漢堡 飲料 培根 雖然 不錯
topic_6,薯條 漢堡 飲料 點餐 店家 晚上 培根 相當 整體 上餐 2025 可續
