topic,terms
topic_1,義大利麵 工作 漂亮 喜歡 飲料 值得 謝謝 用餐 時間 甜點 舒服 氛圍
topic_2,咖啡 座位 二樓 空間 特調 適合 吧台 一樓 義大利麵 深夜 炸物 舒服
topic_3,布丁 咖啡 焦糖 伯爵 深夜 墨魚 喜歡 推薦 營業 炸物 凌晨 濃郁
topic_4,咖啡 不會 謝謝 雞肉 意外 奶油 卷噴 美食 墨汁 食材 場所 place
topic_5,咖啡 place 場所 歐蕾 蛋糕 義大利麵 特調 氛圍 伯爵 朋友 地方 除了
topic_6,咖啡 義大利麵 推薦 好喝 伯爵 提拉 甜點 布丁 不會 朋友 喜歡 奶油
