topic,terms
topic_1,用餐 乾淨 推薦 友善 店內 份量 套餐 飲料 整體 絕對 甜不辣 漢堡
topic_2,飲料 漢堡 用餐 絕對 裡面 薯條 店內 無限續 套餐 甜不辣 整體 推薦
topic_3,漢堡 套餐 薯條 份量 絕對 甜不辣 友善 日式 推薦 整體 飲料 乾淨
topic_4,份量 套餐 裡面 整體 絕對 甜不辣 推薦 飲料 漢堡 薯條 乾淨 店內
topic_5,飲料 無限續 日式 漢堡 甜不辣 薯條 乾淨 推薦 套餐 整體 絕對 份量
topic_6,套餐 乾淨 無限續 整體 店內 份量 漢堡 飲料 絕對 甜不辣 推薦 薯條
