topic,terms
topic_1,份量 青醬 點了 牛肉 麻油 大利 還有 起來 南瓜 沙拉 整體 一人
topic_2,用餐 不錯 整體 牛肉 雖然 口感 套餐 搭配 濃湯 只有 鱸魚 大利
topic_3,不錯 麻油 南瓜 飲料 一人 份量 調味 沙拉 湯品 只有 口感 套餐
topic_4,不錯 鱸魚 搭配 空間 起來 部分 速度 整體 座位 調味 新鮮 大利
topic_5,氣氛 一人 飲料 只有 麻油 還有 湯品 座位 牛肉 大利 套餐 點了
topic_6,水準 不馬虎 大利 沙拉 套餐 友善 相當 新鮮 濃湯 青醬 飲料 雖然
