topic,terms
topic_1,一道 喜歡 大利 其他 美味 值得 濃湯 牛舌 牛排 口感 氣氛 用餐
topic_2,甜點 朋友 用餐 牛排 套餐 不錯 蟹肉 奶油 搭配 空間 入口 披薩
topic_3,用餐 牛舌 大利 套餐 花枝 沙拉 美味 很不錯 朋友 不錯 空間 喜歡
topic_4,口感 搭配 沙拉 花枝 奶酪 很不錯 美味 舒適 蘑菇 濃郁 不錯 入口
topic_5,用餐 牛排 奶油 奶酪 蟹肉 濃湯 套餐 品質 第一次 甜點 花枝 特別
topic_6,大利 氣氛 特別 披薩 蟹肉 濃郁 奶油 很不錯 用餐 美味 朋友 不錯
