term,score
所有,0.2519763153394848
不但,0.2519763153394848
這家店,0.2519763153394848
沒有,0.2519763153394848
吃紅,0.1259881576697424
很多,0.1259881576697424
廉價質,0.1259881576697424
店內,0.1259881576697424
店主,0.1259881576697424
平庸,0.1259881576697424
屋還,0.1259881576697424
學生,0.1259881576697424
基本,0.1259881576697424
問題,0.1259881576697424
餐點連,0.1259881576697424
右轉,0.1259881576697424
感差,0.1259881576697424
千篇一律,0.1259881576697424
十分,0.1259881576697424
出去,0.1259881576697424
侍酒,0.1259881576697424
仔細,0.1259881576697424
介紹,0.1259881576697424
不會,0.1259881576697424
一間,0.1259881576697424
一樣,0.1259881576697424
只是,0.1259881576697424
拍照,0.1259881576697424
開心,0.1259881576697424
真正,0.1259881576697424
