topic,terms
topic_1,用餐 體驗 時間 還是 完全 服務人員 推薦 濃郁 蛋糕 親切 感受 滿滿
topic_2,服務人員 親切 特別 飲料 聚餐 份量 不用 一樓 感受 體驗 朋友 滿滿
topic_3,推薦 開心 午餐 店員 一樓 一起 座位 份量 親切 聚餐 感受 不用
topic_4,超級 親切 感受 濃郁 熱情 一下 朋友 滿滿 還是 完全 只是 服務人員
topic_5,用餐 店員 午餐 飲料 時間 蛋糕 只是 直接 熱情 大利 份量 不用
topic_6,大利 座位 份量 聚餐 感受 直接 不用 一起 朋友 還是 一樓 飲料
