term,score
用餐,0.13245323570650433
鴨不錯,0.10660035817780522
咖哩,0.10660035817780522
海鮮,0.10660035817780522
溫冷,0.10660035817780522
可樂餅,0.10660035817780522
價值,0.10660035817780522
油封,0.10660035817780522
沙拉,0.10660035817780522
似乎,0.10660035817780522
以往,0.10660035817780522
椰雞湯,0.10660035817780522
不錯,0.10660035817780522
不行,0.10660035817780522
般泰料,0.10660035817780522
蟹肉,0.10660035817780522
家人,0.10660035817780522
不如,0.10660035817780522
不住,0.10660035817780522
過覺,0.10660035817780522
料單,0.10660035817780522
年前,0.10660035817780522
合格,0.10660035817780522
失望,0.06622661785325216
失去,0.06622661785325216
對味,0.06622661785325216
差勁,0.06622661785325216
多年,0.06622661785325216
廚房,0.06622661785325216
偏甜,0.06622661785325216
