topic,terms
topic_1,驚艷 氣氛 提拉 飯店 用餐 披薩 服務生 一般 感受 現場 不會 pizza
topic_2,pizza 口感 銀絲 手工 氣氛 提拉 奶油 推薦 披薩 整體 偏暗 距離
topic_3,驚艷 沙拉 喜歡 提拉 銀絲 飯店 一般 披薩 氣氛 地方 距離 pizza
topic_4,義大利麵 兩個 氣氛 不要 不會 飯店 兩人 偏暗 平日 服務人員 感受 一般
topic_5,整個 甜點 推薦 用餐 不會 義大利麵 驚艷 服務生 飯店 感受 兩人 整體
topic_6,用餐 適合 喜歡 服務人員 地方 聚會 氣氛 現場 氛圍 披薩 平日 感受
